street_name,odd_on,avg_direction,building_num_range,start_end_coordinates,segment_length,segment_direction,building_num_range_length,avg_length_per_building,direction_deviation,road_type,offset_from_road_center
E 93rd Street,left,118.58320642473018,"[187, 222]","[[40.783328, -73.950784], [40.782368, -73.948592]]",201.81305056070042,117.63637753736064,36,5.605918071130567,0.9468288873695201,Street,5
E 93rd Street,left,118.58320642473018,"[223, 262]","[[40.782368, -73.948592], [40.781392, -73.946192]]",229.75935102420146,118.14590421822801,40,5.743983775605036,0.43730220650218143,Street,5
E 93rd Street,left,118.58320642473018,"[263, 299]","[[40.781392, -73.946192], [40.780549, -73.944074]]",213.54313377555377,119.94853572439698,37,5.771436047987939,-1.3653292996667972,Street,5
E 94th Street,left,119.07325700765844,"[1, 38]","[[40.786672, -73.956816], [40.785968, -73.9552]]",157.85882617871255,118.21145365616368,38,4.154179636281909,0.861803351494757,Street,5
E 94th Street,left,119.07325700765844,"[39, 75]","[[40.785968, -73.9552], [40.785296, -73.953568]]",157.21912396170003,119.81846302797831,37,4.249165512478379,-0.7452060203198698,Street,5
E 94th Street,left,119.07325700765844,"[76, 111]","[[40.785296, -73.953568], [40.784592, -73.951952]]",156.66753123803738,118.4454477010519,36,4.351875867723261,0.6278093066065367,Street,5
E 94th Street,left,119.07325700765844,"[112, 147]","[[40.784592, -73.951952], [40.78392, -73.950304]]",157.21669072946054,119.81897911507909,36,4.36713029804057,-0.7457221074206473,Street,5
E 94th Street,left,118.98275378753094,"[148, 225]","[[40.78392, -73.950304], [40.78296, -73.94808]]",224.15828169241405,118.39709034718817,78,2.8738241242617186,0.5856634403427847,Street,5
E 94th Street,left,118.98275378753094,"[226, 299]","[[40.78296, -73.94808], [40.782, -73.945744]]",215.8863548934801,119.59085757668464,74,2.9173831742362175,-0.608103789153688,Street,5
E 95th Street,left,118.8923434531332,"[1, 37]","[[40.787264, -73.956336], [40.786592, -73.954752]]",151.0760660679598,118.82856943993414,37,4.0831369207556705,0.0637740131990654,Street,5
E 95th Street,left,118.8923434531332,"[38, 74]","[[40.786592, -73.954752], [40.78592, -73.953136]]",159.01501738356654,120.92965054939773,37,4.297703172528825,-2.0373070962645556,Street,5
E 95th Street,left,118.8923434531332,"[75, 111]","[[40.78592, -73.953136], [40.785184, -73.95152]]",155.48028317808712,118.68273833339114,37,4.202169815623976,0.20960511974203655,Street,5
E 95th Street,left,118.8923434531332,"[112, 147]","[[40.785184, -73.95152], [40.784528, -73.949952]]",153.11504423906916,119.16811119767056,36,4.253195673307477,-0.2757677445373474,Street,5
E 95th Street,left,118.67954456896797,"[148, 224]","[[40.784528, -73.949952], [40.783568, -73.947648]]",226.1916797422503,118.63051341538961,77,2.937554282366887,0.04903115357836896,Street,5
E 95th Street,left,118.67954456896797,"[225, 299]","[[40.783568, -73.947648], [40.782592, -73.945296]]",221.78188795901008,118.72955063163454,75,2.9570918394534678,-0.050006062666568596,Street,5
E 96th Street,left,118.88620532742277,"[1, 45]","[[40.787952, -73.955856], [40.787232, -73.954208]]",151.41728653392164,117.99337140896473,45,3.3648285896427033,0.8928339184580523,Street,5
E 96th Street,left,118.88620532742277,"[46, 90]","[[40.787232, -73.954208], [40.78664, -73.95256]]",156.4932568509901,122.25050960127419,45,3.477627930022002,-3.364304273851417,Street,5
E 96th Street,left,118.88620532742277,"[91, 134]","[[40.78664, -73.95256], [40.785888, -73.950992]]",153.85330995303002,115.29577716421979,44,3.496666135296137,3.5904281632030006,Street,5
E 96th Street,left,118.88620532742277,"[135, 180]","[[40.785888, -73.950992], [40.785248, -73.949408]]",160.4414467802679,119.89030256473859,46,3.4878575387014763,-1.0040972373158183,Street,5
E 96th Street,left,119.10740398462872,"[181, 241]","[[40.785248, -73.949408], [40.784304, -73.947072]]",229.6801601763377,120.18711521490494,61,3.7652485274809457,-1.0797112302762173,Street,5
E 96th Street,left,119.10740398462872,"[242, 299]","[[40.784304, -73.947072], [40.783264, -73.94472]]",223.31274708173078,117.99690648032248,58,3.8502197772712203,1.1104975043062382,Street,5
E 97th Street,left,119.55958157327761,"[1, 46]","[[40.788624, -73.955344], [40.78792, -73.953728]]",155.16407632061473,119.49769565693349,46,3.373132093926407,0.061885916344124325,Street,5
E 97th Street,left,119.55958157327761,"[47, 91]","[[40.78792, -73.953728], [40.787232, -73.95216]]",154.29573666332308,118.92367781950529,45,3.4287941480738464,0.6359037537723111,Street,5
E 97th Street,left,119.55958157327761,"[92, 135]","[[40.787232, -73.95216], [40.78656, -73.95056]]",152.81665687357784,119.9968629222191,44,3.47310583803586,-0.4372813489414966,Street,5
E 97th Street,left,119.55958157327761,"[136, 180]","[[40.78656, -73.95056], [40.785872, -73.94896]]",157.21323884050418,119.81971129024845,45,3.4936275297889816,-0.2601297169708232,Street,5
E 97th Street,left,118.6311791191724,"[181, 254]","[[40.785872, -73.94896], [40.784928, -73.946656]]",231.45015618899905,118.92250680223006,74,3.127704813364852,-0.2913276830576592,Street,5
E 97th Street,left,118.6311791191724,"[255, 323]","[[40.784928, -73.946656], [40.78392, -73.944256]]",220.92983877291155,118.32597888854542,69,3.201881721346544,0.3052002306269799,Street,5
