Unnamed: 0,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name
12317,3284,1910,Trow,826,Restaurant,Weinthal Louis,57 E 4 St.   ,Manhattan,New York,New York,57,E,4,St. ,,,57 E 4 St.   ,,,Weinthal
12318,3285,1910,Trow,826,Restaurant,Weintraub Jacob,55 E 8 St.  ,Manhattan,New York,New York,55,E,8,St.,,,55 E 8 St.  ,,,Weintraub
12319,3286,1910,Trow,826,Restaurant,Weintraub Louis,19 3 St.   ,Manhattan,New York,New York,19,3,St.,,,,19 3 St.   ,,,Weintraub
12320,3287,1910,Trow,826,Restaurant,Weistraub Regina,1003 3 Ave   ,Manhattan,New York,New York,1003,3,Ave,,,,1003 3 Ave   ,,,Weistraub
12321,3288,1910,Trow,826,Restaurant,Weisel Charles,266 Lafayette St.   ,Manhattan,New York,New York,266,Lafayette,St.,,,,266 Lafayette St.   ,,,Weisel
12322,3289,1910,Trow,826,Restaurant,Weisenberg Morris,1 Lispenard St.    ,Manhattan,New York,New York,1,Lispenard,St. ,,,,1 Lispenard St.    ,,,Weisenberg
12323,3290,1910,Trow,826,Restaurant,Weiser Louis,156 West St.   ,Manhattan,New York,New York,156,West,St.,,,,156 West St.   ,,,Weiser
12324,3291,1910,Trow,826,Restaurant,Weishaus Morris,21 Beaver    ,Manhattan,New York,New York,21,Beaver,,,,,21 Beaver    ,,,Weishaus
12325,3292,1910,Trow,826,Restaurant,Weiss David A.,172 Eldridge    ,Manhattan,New York,New York,172,Eldridge,,,,,172 Eldridge    ,,,Weiss
12326,3293,1910,Trow,826,Restaurant,Weiss Herman ,5 Avenue A    ,Manhattan,New York,New York,5,Avenue A,,,,,5 Avenue A    ,,,Weiss
12327,3294,1910,Trow,826,Restaurant,Weiss Isidor I,13 E Houston St.  ,Manhattan,New York,New York,13,E,Houston,St.,,,13 E Houston St.  ,,,Weiss
12328,3295,1910,Trow,826,Restaurant,Weiss Mary,68 Grand St.   ,Manhattan,New York,New York,68,Grand,St.,,,,68 Grand St.   ,,,Weiss
12329,3296,1910,Trow,826,Restaurant,Weiss Max,258 Broome St.   ,Manhattan,New York,New York,258,Broome,St.,,,,258 Broome St.   ,,,Weiss
12330,3297,1910,Trow,826,Restaurant,Weiss Moses,181 Avenue C    ,Manhattan,New York,New York,181,Avenue C,,,,,181 Avenue C    ,,,Weiss
12331,3298,1910,Trow,826,Restaurant,Weiss Richard,1397 3 Ave   ,Manhattan,New York,New York,1397,3,Ave,,,,1397 3 Ave   ,,,Weiss
12332,3299,1910,Trow,826,Restaurant,Weiss Samuel,40 E 9 St.  ,Manhattan,New York,New York,40,E,9,St.,,,40 E 9 St.  ,,,Weiss
12333,3300,1910,Trow,826,Restaurant,Weiss & Greenberg,118 Prince St.   ,Manhattan,New York,New York,118,Prince,St.,,,,118 Prince St.   ,,,Weiss
12334,3301,1910,Trow,826,Restaurant,Weissbein Adolph,102 John St.   ,Manhattan,New York,New York,102,John,St.,,,,102 John St.   ,,,Weissbein
12335,3302,1910,Trow,826,Restaurant,Weissberg Mendel,216 E Broadway   ,Manhattan,New York,New York,216,E,Broadway,,,,216 E Broadway   ,,,Weissberg
12336,3303,1910,Trow,826,Restaurant,Weissblatt Wolf,309 Grand St.   ,Manhattan,New York,New York,309,Grand,St.,,,,309 Grand St.   ,,,Weissblatt
12337,3304,1910,Trow,826,Restaurant,Weisselberg Sigmund,131 Essex St.   ,Manhattan,New York,New York,131,Essex,St.,,,,131 Essex St.   ,,,Weisselberg
12338,3305,1910,Trow,826,Restaurant,Weissman David,169 Norfolk  St.   ,Manhattan,New York,New York,169,Norfolk ,St.,,,,169 Norfolk  St.   ,,,Weissman
12339,3306,1910,Trow,826,Restaurant,Weissmann Louis,41 Bond St.   ,Manhattan,New York,New York,41,Bond,St.,,,,41 Bond St.   ,,,Weissmann
12340,3307,1910,Trow,826,Restaurant,Weitz Samuel,2 Clinton St.   ,Manhattan,New York,New York,2,Clinton,St.,,,,2 Clinton St.   ,,,Weitz
12341,3308,1910,Trow,826,Restaurant,Wellbrock Brothers,501 3 Ave   ,Manhattan,New York,New York,501,3,Ave,,,,501 3 Ave   ,,,Wellbrock
12342,3309,1910,Trow,826,Restaurant,Wellisch & Heller,121 2 Ave   ,Manhattan,New York,New York,121,2,Ave,,,,121 2 Ave   ,,,Wellisch
12343,3310,1910,Trow,826,Restaurant,Wells Bldg Café Co,7 Beaver St.   ,Manhattan,New York,New York,7,Beaver,St.,,,,7 Beaver St.   ,,,Wells
12344,3311,1910,Trow,826,Restaurant,Welt David,1566 Park Ave   ,Manhattan,New York,New York,1566,Park,Ave,,,,1566 Park Ave   ,,,Welt
12345,3312,1910,Trow,826,Restaurant,Weltzen Henry W.,931 Freeman St.   ,Manhattan,New York,New York,931,Freeman,St.,,,,931 Freeman St.   ,,,Weltzen
12346,3313,1910,Trow,826,Restaurant,Wenzel Carl,29 E 30 St.  ,Manhattan,New York,New York,29,E,30,St.,,,29 E 30 St.  ,,,Wenzel
12347,3314,1910,Trow,826,Restaurant,Wermer Adolph,107 W 116 St.  ,Manhattan,New York,New York,107,W,116,St.,,,107 W 116 St.  ,,,Wermer
12348,3315,1910,Trow,826,Restaurant,Wertzman Solomon,238 E Broadway   ,Manhattan,New York,New York,238,E,Broadway,,,,238 E Broadway   ,,,Wertzman
12349,3316,1910,Trow,826,Restaurant,West End Dairy Lunch,357 W 125 St.  ,Manhattan,New York,New York,357,W,125,St.,,,357 W 125 St.  ,,,West
12350,3317,1910,Trow,826,Restaurant,Westerburg Emil,54 Pearl St.   ,Manhattan,New York,New York,54,Pearl,St.,,,,54 Pearl St.   ,,,Westerburg
12351,3318,1910,Trow,826,Restaurant,Westerhold Anna,52 W 30 St.  ,Manhattan,New York,New York,52,W,30,St.,,,52 W 30 St.  ,,,Westerhold
12352,3319,1910,Trow,826,Restaurant,Western Dairy Lunch System,528 6 Ave   ,Manhattan,New York,New York,528,6,Ave,,,,528 6 Ave   ,,,Western
12353,3320,1910,Trow,826,Restaurant,Western Dairy Lunch System,19 E 14 St.  ,Manhattan,New York,New York,19,E,14,St.,,,19 E 14 St.  ,,,Western
12354,3321,1910,Trow,826,Restaurant,Western Dairy Lunch System,22 Ann St.    ,Manhattan,New York,New York,22,Ann,St. ,,,,22 Ann St.    ,,,Western
12355,3322,1910,Trow,826,Restaurant,Westfield Dairy Lunch Co,2 Beekman St.   ,Manhattan,New York,New York,2,Beekman,St.,,,,2 Beekman St.   ,,,Westfield
