Unnamed: 0,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name
9317,284,1910,Trow,826,Restaurant,Bousquet Alexis,159 W 44 St.  ,Manhattan,New York,New York,159,W,44,St.,,,159 W 44 St.  ,,,Bousquet
9318,285,1910,Trow,826,Restaurant,Bove Andreo,71 Macdougal St.   ,Manhattan,New York,New York,71,Macdougal,St.,,,,71 Macdougal St.   ,,,Bove
9319,286,1910,Trow,826,Restaurant,Bowron George,706 Columbus Ave   ,Manhattan,New York,New York,706,Columbus,Ave,,,,706 Columbus Ave   ,,,Bowron
9320,287,1910,Trow,826,Restaurant,Boyer Morris R.,495 7 Ave   ,Manhattan,New York,New York,495,7,Ave,,,,495 7 Ave   ,,,Boyer
9321,288,1910,Trow,826,Restaurant,Braaf Louis,11 Gt. Jones St.   ,Manhattan,New York,New York,11,Gt. Jones,St.,,,,11 Gt. Jones St.   ,,,Braaf
9322,289,1910,Trow,826,Restaurant,Bradford JohnE.,73 W 134 St.  ,Manhattan,New York,New York,73,W,134,St.,,,73 W 134 St.  ,,,Bradford
9323,290,1910,Trow,826,Restaurant,Bradley's Restaurant,273 West St.   ,Manhattan,New York,New York,273,West,St.,,,,273 West St.   ,,,Bradley's
9324,291,1910,Trow,826,Restaurant,Braguglia Raimondo,13 Broadway    ,Manhattan,New York,New York,13,Broadway,,,,,13 Broadway    ,,,Braguglia
9325,292,1910,Trow,826,Restaurant,Brangan John B.,316 W 125 St.  ,Manhattan,New York,New York,316,W,125,St.,,,316 W 125 St.  ,,,Brangan
9326,293,1910,Trow,826,Restaurant,Brand David,2272 2 Ave   ,Manhattan,New York,New York,2272,2,Ave,,,,2272 2 Ave   ,,,Brand
9327,294,1910,Trow,826,Restaurant,Brandes Brothers,121 E 42 St.  ,Manhattan,New York,New York,121,E,42,St.,,,121 E 42 St.  ,,,Brandes
9328,295,1910,Trow,826,Restaurant,Brandi & Badinelli,1937 3 Ave   ,Manhattan,New York,New York,1937,3,Ave,,,,1937 3 Ave   ,,,Brandi
9329,296,1910,Trow,826,Restaurant,Brandstadt Henry,40 Maiden  La   ,Manhattan,New York,New York,40,Maiden ,La,,,,40 Maiden  La   ,,,Brandstadt
9330,297,1910,Trow,826,Restaurant,Brandt Benjamin,308 Rivington St.   ,Manhattan,New York,New York,308,Rivington,St.,,,,308 Rivington St.   ,,,Brandt
9331,298,1910,Trow,826,Restaurant,Bratkowsky Abraham,75 Monroe St.   ,Manhattan,New York,New York,75,Monroe,St.,,,,75 Monroe St.   ,,,Bratkowsky
9332,299,1910,Trow,826,Restaurant,Braunstein David ,122 E 103 St.  ,Manhattan,New York,New York,122,E,103,St.,,,122 E 103 St.  ,,,Braunstein
9333,300,1910,Trow,826,Restaurant,Braverman Henry,2394 Broadway    ,Manhattan,New York,New York,2394,Broadway,,,,,2394 Broadway    ,,,Braverman
9334,301,1910,Trow,826,Restaurant,Brawn Joseph,104 E 110 St.  ,Manhattan,New York,New York,104,E,110,St.,,,104 E 110 St.  ,,,Brawn
9335,302,1910,Trow,826,Restaurant,Brayer Morris,139 Delancey St.   ,Manhattan,New York,New York,139,Delancey,St.,,,,139 Delancey St.   ,,,Brayer
9336,303,1910,Trow,826,Restaurant,Breen Peter,201 W 58 St.  ,Manhattan,New York,New York,201,W,58,St.,,,201 W 58 St.  ,,,Breen
9337,304,1910,Trow,826,Restaurant,Breiser George ,163 3 Ave   ,Manhattan,New York,New York,163,3,Ave,,,,163 3 Ave   ,,,Breiser
9338,305,1910,Trow,826,Restaurant,Bremberg Anne M.,218 E 40 St.  ,Manhattan,New York,New York,218,E,40,St.,,,218 E 40 St.  ,,,Bremberg
9339,306,1910,Trow,826,Restaurant,Breslau John,584 9 Ave   ,Manhattan,New York,New York,584,9,Ave,,,,584 9 Ave   ,,,Breslau
9340,307,1910,Trow,826,Restaurant,Breslow & Cherry,49 E 19 St.  ,Manhattan,New York,New York,49,E,19,St.,,,49 E 19 St.  ,,,Breslow
9341,308,1910,Trow,826,Restaurant,Brighton Dairy Lunch,502 6 Ave   ,Manhattan,New York,New York,502,6,Ave,,,,502 6 Ave   ,,,Brighton
9342,309,1910,Trow,826,Restaurant,Brill Berman,68 Orcharg St.   ,Manhattan,New York,New York,68,Orcharg,St.,,,,68 Orcharg St.   ,,,Brill
9343,310,1910,Trow,826,Restaurant,Brinker John F.,356 9 Ave   ,Manhattan,New York,New York,356,9,Ave,,,,356 9 Ave   ,,,Brinker
9344,311,1910,Trow,826,Restaurant,Brissman Hyman,150 Henry St.   ,Manhattan,New York,New York,150,Henry,St.,,,,150 Henry St.   ,,,Brissman
9345,312,1910,Trow,826,Restaurant,Bristol James E.,120 E 14 St.  ,Manhattan,New York,New York,120,E,14,St.,,,120 E 14 St.  ,,,Bristol
9346,313,1910,Trow,826,Restaurant,Bristol James E.,600 6 Ave   ,Manhattan,New York,New York,600,6,Ave,,,,600 6 Ave   ,,,Bristol
9347,314,1910,Trow,826,Restaurant,Bristol James E.,8 E 42 St.  ,Manhattan,New York,New York,8,E,42,St.,,,8 E 42 St.  ,,,Bristol
9348,315,1910,Trow,826,Restaurant,Britting Charles H,126 Greenwich Ave   ,Manhattan,New York,New York,126,Greenwich,Ave,,,,126 Greenwich Ave   ,,,Britting
9349,316,1910,Trow,826,Restaurant,Broadway Café,653 W 181 St.  ,Manhattan,New York,New York,653,W,181,St.,,,653 W 181 St.  ,,,Broadway
9350,317,1910,Trow,826,Restaurant,Broadway Dairy Lunch,1140 Broadway    ,Manhattan,New York,New York,1140,Broadway,,,,,1140 Broadway    ,,,Broadway
9351,318,1910,Trow,826,Restaurant,Broadway Restaurant Co,2245 Broadway    ,Manhattan,New York,New York,2245,Broadway,,,,,2245 Broadway    ,,,Broadway
9352,319,1910,Trow,826,Restaurant,Brod Joseph ,44 Maiden La   ,Manhattan,New York,New York,44,Maiden,La,,,,44 Maiden La   ,,,Brod
9353,320,1910,Trow,826,Restaurant,Brodsky Bertha,100 University  Pl   ,Manhattan,New York,New York,100,University ,Pl,,,,100 University  Pl   ,,,Brodsky
9354,321,1910,Trow,826,Restaurant,Brodsky Morris,128 E Houston St.  ,Manhattan,New York,New York,128,E,Houston,St.,,,128 E Houston St.  ,,,Brodsky
