Unnamed: 0,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name
7816,576,1895,Trows,762.0,Restaurants,Getgood Brothers,249 W. 125 St.,Manhattan,New York,New York,249,125,,,W.,St.,,,,Getgood
7817,577,1895,Trows,762.0,Restaurants,Geyer George,73  Nassau St.,Manhattan,New York,New York,73,Nassau,,,,St.,,,,Geyer
7818,578,1895,Trows,762.0,Restaurants,Ghioldi Luigi,3  State St.,Manhattan,New York,New York,3,State,,,,St.,,,,Ghioldi
7819,579,1895,Trows,762.0,Restaurants,Giambastini C. & A. Campatelli,90  Park St.,Manhattan,New York,New York,90,Park,,,,St.,,,,Giambastini
7820,580,1895,Trows,762.0,Restaurants,Gianakopuolos Elias ,48  Madison St.,Manhattan,New York,New York,48,Madison,,,,St.,,,,Gianakopuolos
7821,581,1895,Trows,762.0,Restaurants,Gibbs Catharine,338  4 Ave.,Manhattan,New York,New York,338,4,,,,Ave.,,,,Gibbs
7822,582,1895,Trows,762.0,Restaurants,Gibbs Francis F.,467  4 Ave.,Manhattan,New York,New York,467,4,,,,Ave.,,,,Gibbs
7823,583,1895,Trows,762.0,Restaurants,Gibsen James jr.,63  Maiden La.,Manhattan,New York,New York,63,Maiden,,,,La.,,,,Gibsen
7824,584,1895,Trows,762.0,Restaurants,Giegerich Margaret C.,600  11 Ave.,Manhattan,New York,New York,600,11,,,,Ave.,,,,Giegerich
7825,585,1895,Trows,762.0,Restaurants,Gilleran & Mullins,203  Columbus Ave.,Manhattan,New York,New York,203,Columbus,,,,Ave.,,,,Gilleran
7826,586,1895,Trows,762.0,Restaurants,Gillespie Joseph,266  8 Ave.,Manhattan,New York,New York,266,8,,,,Ave.,,,,Gillespie
7827,587,1895,Trows,762.0,Restaurants,Ginsberg Max,139 E. Broadway,Manhattan,New York,New York,139,Broadway,,,E.,,,,,Ginsberg
7828,588,1895,Trows,762.0,Restaurants,Ginsburg Sarah,42  Delancey St.,Manhattan,New York,New York,42,Delancey,,,,St.,,,,Ginsburg
7829,589,1895,Trows,762.0,Restaurants,Girol Francis,68 W. 36 St.,Manhattan,New York,New York,68,36,,,W.,St.,,,,Girol
7830,590,1895,Trows,762.0,Restaurants,Gitcendanner Louis,1153  3 Ave.,Manhattan,New York,New York,1153,3,,,,Ave.,,,,Gitcendanner
