Unnamed: 0,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name
7316,76,1895,Trows,759.0,Restaurants,Becker Henry,336  1 Ave.,Manhattan,New York,New York,336.0,1,,,,Ave.,,,,Becker
7317,77,1895,Trows,759.0,Restaurants,Beckmann Henry,228  Willis Ave.,Manhattan,New York,New York,228.0,Willis,,,,Ave.,,,,Beckmann
7318,78,1895,Trows,759.0,Restaurants,Beckmann Ida,674  3 Ave.,Manhattan,New York,New York,674.0,3,,,,Ave.,,,,Beckmann
7319,79,1895,Trows,759.0,Restaurants,Beethoven Maennerchor Restaurant Co.,212  5 St.,Manhattan,New York,New York,212.0,5,,,,St.,,,,Beethoven
7320,80,1895,Trows,759.0,Restaurants,Begiebing & Miller,285  Canal St.,Manhattan,New York,New York,285.0,Canal,,,,St.,,,,Begiebing
7321,81,1895,Trows,759.0,Restaurants,Beige Gustav,107  1 Ave.,Manhattan,New York,New York,107.0,1,,,,Ave.,,,,Beige
7322,82,1895,Trows,759.0,Restaurants,Bein E.,29 E. Houston St.,Manhattan,New York,New York,29.0,Houston,,,E.,St.,,,,Bein
7323,83,1895,Trows,759.0,Restaurants,Bell L.,507  Columbus  Ave.,Manhattan,New York,New York,507.0,Columbus ,,,,Ave.,,,,Bell
7324,84,1895,Trows,759.0,Restaurants,Belle & Mosser,124  Chambers St.,Manhattan,New York,New York,124.0,Chambers,,,,St.,,,,Belle
7325,85,1895,Trows,759.0,Restaurants,Ben Hong,20  Mott St.,Manhattan,New York,New York,20.0,Mott,,,,St.,,,,Ben
7326,86,1895,Trows,759.0,Restaurants,Bender Edward,1356  1 Ave.,Manhattan,New York,New York,1356.0,1,,,,Ave.,,,,Bender
7327,87,1895,Trows,759.0,Restaurants,Bender Henry,1548  1 Ave.,Manhattan,New York,New York,1548.0,1,,,,Ave.,,,,Bender
7328,88,1895,Trows,759.0,Restaurants,Benjamin Morris,155  Bowery St.,Manhattan,New York,New York,155.0,Bowery,,,,St.,,,,Benjamin
7329,89,1895,Trows,759.0,Restaurants,Bennett John,494  Hudson St.,Manhattan,New York,New York,494.0,Hudson,,,,St.,,,,Bennett
7330,90,1895,Trows,759.0,Restaurants,Benson Christina,1314  2 Ave.,Manhattan,New York,New York,1314.0,2,,,,Ave.,,,,Benson
7331,91,1895,Trows,759.0,Restaurants,Beraza Mary,29  Duane St.,Manhattan,New York,New York,29.0,Duane,,,,St.,,,,Beraza
7332,92,1895,Trows,759.0,Restaurants,Berger Carl,113  Elizabeth St.,Manhattan,New York,New York,113.0,Elizabeth,,,,St.,,,,Berger
7333,93,1895,Trows,759.0,Restaurants,Berger David,78  Rivington St.,Manhattan,New York,New York,78.0,Rivington,,,,St.,,,,Berger
7334,94,1895,Trows,759.0,Restaurants,Berger Otto,88  Cortlandt St.,Manhattan,New York,New York,88.0,Cortlandt,,,,St.,,,,Berger
7335,95,1895,Trows,759.0,Restaurants,Bergin Michael J.,380  Bowery St.,Manhattan,New York,New York,380.0,Bowery,,,,St.,,,,Bergin
7336,96,1895,Trows,759.0,Restaurants,Bergoffen Regina,233  Delancey St.,Manhattan,New York,New York,233.0,Delancey,,,,St.,,,,Bergoffen
7337,97,1895,Trows,759.0,Restaurants,Berliner Frances,147 W. 42 St.,Manhattan,New York,New York,147.0,42,,,W.,St.,,,,Berliner
7338,98,1895,Trows,759.0,Restaurants,Berliner Jacob ,385  Water St.,Manhattan,New York,New York,385.0,Water,,,,St.,,,,Berliner
7339,99,1895,Trows,759.0,Restaurants,Bernadat Joseph,58 W. 22 St.,Manhattan,New York,New York,58.0,22,,,W.,St.,,,,Bernadat
7340,100,1895,Trows,759.0,Restaurants,Bernard Rose,561 W. 57 St.,Manhattan,New York,New York,561.0,57,,,W.,St.,,,,Bernard
7341,101,1895,Trows,759.0,Restaurants,Bernstein Abraham,251  Delancey St.,Manhattan,New York,New York,251.0,Delancey,,,,St.,,,,Bernstein
7342,102,1895,Trows,759.0,Restaurants,Berse Aaron,25  Rutgers Pl.,Manhattan,New York,New York,25.0,Rutgers,,,,Pl.,,,,Berse
7343,103,1895,Trows,759.0,Restaurants,Berwind M. P.,74  West St.,Manhattan,New York,New York,74.0,West,,,,St.,,,,Berwind
7344,104,1895,Trows,759.0,Restaurants,Besthoff Jonas,830  1 Ave.,Manhattan,New York,New York,830.0,1,,,,Ave.,,,,Besthoff
7345,105,1895,Trows,759.0,Restaurants,Better Mark,63  Prince St.,Manhattan,New York,New York,63.0,Prince,,,,St.,,,,Better
7346,106,1895,Trows,759.0,Restaurants,Bibergal Joseph,105  Allen St.,Manhattan,New York,New York,105.0,Allen,,,,St.,,,,Bibergal
7347,107,1895,Trows,759.0,Restaurants,Bienkenzucht Jacob,321  3 St.,Manhattan,New York,New York,321.0,3,,,,St.,,,,Bienkenzucht
7348,108,1895,Trows,759.0,Restaurants,Bierschenk Henry ,58  Lispenard St.,Manhattan,New York,New York,58.0,Lispenard,,,,St.,,,,Bierschenk
7349,109,1895,Trows,759.0,Restaurants,Bieth Jerome,153  Wooster St.,Manhattan,New York,New York,153.0,Wooster,,,,St.,,,,Bieth
7350,110,1895,Trows,759.0,Restaurants,Bihlman Matthew,976  8 Ave.,Manhattan,New York,New York,976.0,8,,,,Ave.,,,,Bihlman
7351,111,1895,Trows,759.0,Restaurants,Billings Ada C.,1995  Boston Rd.,Manhattan,New York,New York,1995.0,Boston,,,,Rd.,,,,Billings
7352,112,1895,Trows,759.0,Restaurants,Billy Joseph,94  Water St.,Manhattan,New York,New York,94.0,Water,,,,St.,,,,Billy
7353,113,1895,Trows,759.0,Restaurants,Billy Joseph,128  Pearl St.,Manhattan,New York,New York,128.0,Pearl,,,,St.,,,,Billy
7354,114,1895,Trows,759.0,Restaurants,Bing Charles S.,41  Rose St.,Manhattan,New York,New York,41.0,Rose,,,,St.,,,,Bing
7355,115,1895,Trows,759.0,Restaurants,Bingell Frederick,32  St. Mark's  Pl.,Manhattan,New York,New York,32.0,St. Mark's ,,,,Pl.,,,,Bingell
7356,116,1895,Trows,759.0,Restaurants,Bita Michael,20  Spring St.,Manhattan,New York,New York,20.0,Spring,,,,St.,,,,Bita
