Unnamed: 0,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name
2753,1926,1905,Trow's,1385,Restaurant,Pachman Brothers,19 Pike St.,Manhattan,New York,New York,19,Pike,St.,,,,,,,Pachman
2754,1927,1905,Trow's,1385,Restaurant,Padisky Abraham,56 Forsyth St.,Manhattan,New York,New York,56,Forsyth,St.,,,,,,,Padisky
2755,1928,1905,Trow's,1385,Restaurant,Pagamento Alfonso,206 Mulberry St.,Manhattan,New York,New York,206,Mulberry,St.,,,,,,,Pagamento
2756,1929,1905,Trow's,1385,Restaurant,Pagani Brothers,667 3 Ave.,Manhattan,New York,New York,667,3,Ave.,,,,,,,Pagani
2757,1930,1905,Trow's,1385,Restaurant,Pahl Charles,424 11 Ave.,Manhattan,New York,New York,424,11,Ave.,,,,,,,Pahl
2758,1931,1905,Trow's,1385,Restaurant,Pakstalksy Louis,9 Pelham St.,Manhattan,New York,New York,9,Pelham,St.,,,,,,,Pakstalksy
2759,1932,1905,Trow's,1385,Restaurant,Pakulsky Samuel,236 Monroe St.,Manhattan,New York,New York,236,Monroe,St.,,,,,,,Pakulsky
2760,1933,1905,Trow's,1385,Restaurant,Palmer A.,174 W. Broadway ,Manhattan,New York,New York,174,W. Broadway,,,,,,,,Palmer
2761,1934,1905,Trow's,1385,Restaurant,Palmer Elizabeth,388 Canal St.,Manhattan,New York,New York,388,Canal,St.,,,,,,,Palmer
2762,1935,1905,Trow's,1385,Restaurant,Palmer Henry,413 Canal St.,Manhattan,New York,New York,413,Canal,St.,,,,,,,Palmer
2763,1936,1905,Trow's,1385,Restaurant,Palmer John ,277 Greenwich St.,Manhattan,New York,New York,277,Greenwich,St.,,,,,,,Palmer
2764,1937,1905,Trow's,1385,Restaurant,Palmer John ,161 W. 23 St.,Manhattan,New York,New York,161,W. 23,St.,,,,,,,Palmer
2765,1938,1905,Trow's,1385,Restaurant,Panka Anthony,975 8 Ave.,Manhattan,New York,New York,975,8,Ave.,,,,,,,Panka
2766,1939,1905,Trow's,1385,Restaurant,Panka Herman ,2124 Broadway ,Manhattan,New York,New York,2124,Broadway,,,,,,,,Panka
2767,1940,1905,Trow's,1385,Restaurant,Paolelia Mania,171 W. Houston St.,Manhattan,New York,New York,171,W. Houston,St.,,,,,,,Paolelia
2768,1941,1905,Trow's,1385,Restaurant,Papagergi George,360 W. 44 St.,Manhattan,New York,New York,360,W. 44,St.,,,,,,,Papagergi
2769,1942,1905,Trow's,1385,Restaurant,Papzian Tataos,"154 W, 127 St.",Manhattan,New York,New York,154,"W, 127",St.,,,,,,,Papzian
2770,1943,1905,Trow's,1385,Restaurant,Pape Frank,849 3 Ave.,Manhattan,New York,New York,849,3,Ave.,,,,,,,Pape
2771,1944,1905,Trow's,1385,Restaurant,Pappas & Viahacos,14 Chatham Sq.,Manhattan,New York,New York,14,Chatham,Sq.,,,,,,,Pappas
2772,1945,1905,Trow's,1385,Restaurant,Paris Jacob,524 Grand St.,Manhattan,New York,New York,524,Grand,St.,,,,,,,Paris
2773,1946,1905,Trow's,1385,Restaurant,Parisi Giacomo,324 E. 11 St.,Manhattan,New York,New York,324,E. 11,St.,,,,,,,Parisi
2774,1947,1905,Trow's,1385,Restaurant,Park Row Annex,105 Bowery St.,Manhattan,New York,New York,105,Bowery,St.,,,,,,,Park
2775,1948,1905,Trow's,1385,Restaurant,Park Row Annex No. 2,267 Bowery St.,Manhattan,New York,New York,267,Bowery,St.,,,,,,,Park
2776,1949,1905,Trow's,1386,Restaurant,Parker Josehine,262 Greenwich St.,Manhattan,New York,New York,262,Greenwich,St.,,,,,,,Parker
2777,1950,1905,Trow's,1386,Restaurant,Parmelee Edward L. ,2351 3 Ave.,Manhattan,New York,New York,2351,3,Ave.,,,,,,,Parmelee
2778,1951,1905,Trow's,1386,Restaurant,Parson Jane,193 Mercer St.,Manhattan,New York,New York,193,Mercer,St.,,,,,,,Parson
2779,1952,1905,Trow's,1386,Restaurant,Parschke Frederick,58 E. 8 St.,Manhattan,New York,New York,58,E. 8,St.,,,,,,,Parschke
2780,1953,1905,Trow's,1386,Restaurant,Passariello Louis,58 James St.,Manhattan,New York,New York,58,James,St.,,,,,,,Passariello
2781,1954,1905,Trow's,1386,Restaurant,Pasternak Herman,20 E. 12 St.,Manhattan,New York,New York,20,E. 12,St.,,,,,,,Pasternak
2782,1955,1905,Trow's,1386,Restaurant,Patek Louis,145 8 Ave.,Manhattan,New York,New York,145,8,Ave.,,,,,,,Patek
2783,1956,1905,Trow's,1386,Restaurant,Paul Samuel ,105 2 Ave.,Manhattan,New York,New York,105,2,Ave.,,,,,,,Paul
2784,1957,1905,Trow's,1386,Restaurant,"Paulme, Anna",72 6 Ave.,Manhattan,New York,New York,72,6,Ave.,,,,,,,"Paulme,"
2785,1958,1905,Trow's,1386,Restaurant,Paulson Israel,86 6 Ave.,Manhattan,New York,New York,86,6,Ave.,,,,,,,Paulson
2786,1959,1905,Trow's,1386,Restaurant,Paulson Israel,50 W. 18 St.,Manhattan,New York,New York,50,W. 18,St.,,,,,,,Paulson
2787,1960,1905,Trow's,1386,Restaurant,Paulson Israel,248 7 Ave.,Manhattan,New York,New York,248,7,Ave.,,,,,,,Paulson
2788,1961,1905,Trow's,1386,Restaurant,Paulson Israel,394 8 Ave.,Manhattan,New York,New York,394,8,Ave.,,,,,,,Paulson
2789,1962,1905,Trow's,1386,Restaurant,Paulson Israel,371 3 Ave.,Manhattan,New York,New York,371,3,Ave.,,,,,,,Paulson
2790,1963,1905,Trow's,1386,Restaurant,Paulson & Roey,174 6 Ave.,Manhattan,New York,New York,174,6,Ave.,,,,,,,Paulson
2791,1964,1905,Trow's,1386,Restaurant,Pavilion Co.,612 E. 84 St.,Manhattan,New York,New York,612,E. 84,St.,,,,,,,Pavilion
2792,1965,1905,Trow's,1386,Restaurant,Pavlowska Anne,162 3 St.,Manhattan,New York,New York,162,3,St.,,,,,,,Pavlowska
2793,1966,1905,Trow's,1386,Restaurant,Pechar Louis,466 6 Ave.,Manhattan,New York,New York,466,6,Ave.,,,,,,,Pechar
2794,1967,1905,Trow's,1386,Restaurant,Peck Lucile,140 Fulton St.,Manhattan,New York,New York,140,Fulton,St.,,,,,,,Peck
2795,1968,1905,Trow's,1386,Restaurant,Pecoraro Antonio,151 Mulberry St.,Manhattan,New York,New York,151,Mulberry,St.,,,,,,,Pecoraro
2796,1969,1905,Trow's,1386,Restaurant,Peeck John,221 West St.,Manhattan,New York,New York,221,West,St.,,,,,,,Peeck
2797,1970,1905,Trow's,1386,Restaurant,Pellerano Brothers,483 3 Ave.,Manhattan,New York,New York,483,3,Ave.,,,,,,,Pellerano
2798,1971,1905,Trow's,1386,Restaurant,Pellerano Brothers,668 8 Ave.,Manhattan,New York,New York,668,8,Ave.,,,,,,,Pellerano
2799,1972,1905,Trow's,1386,Restaurant,Pennenbaim Hyman,180 Madison St.,Manhattan,New York,New York,180,Madison,St.,,,,,,,Pennenbaim
2800,1973,1905,Trow's,1386,Restaurant,Penza Raffaele,198 Grand St.,Manhattan,New York,New York,198,Grand,St.,,,,,,,Penza
2801,1974,1905,Trow's,1386,Restaurant,Peragallo Andrew,101 Maiden Ln.,Manhattan,New York,New York,101,Maiden,Ln.,,,,,,,Peragallo
2802,1975,1905,Trow's,1386,Restaurant,Peragallo Charles,850 11 Ave.,Manhattan,New York,New York,850,11,Ave.,,,,,,,Peragallo
2803,1976,1905,Trow's,1386,Restaurant,Peragallo Frank,159 South St.,Manhattan,New York,New York,159,South,St.,,,,,,,Peragallo
2804,1977,1905,Trow's,1386,Restaurant,Peragallo Frederick,37 South St.,Manhattan,New York,New York,37,South,St.,,,,,,,Peragallo
2805,1978,1905,Trow's,1386,Restaurant,Peragallo G. & L. ,1126 3 Ave.,Manhattan,New York,New York,1126,3,Ave.,,,,,,,Peragallo
2806,1979,1905,Trow's,1386,Restaurant,Peragallo & Gazzale,352 3 Ave.,Manhattan,New York,New York,352,3,Ave.,,,,,,,Peragallo
2807,1980,1905,Trow's,1386,Restaurant,Peragallo & Sartori,812 8 Ave.,Manhattan,New York,New York,812,8,Ave.,,,,,,,Peragallo
2808,1981,1905,Trow's,1386,Restaurant,Perennes Charles,11 St.  & W. 26 St,Manhattan,New York,New York,11 St. ,&,W. 26 St,,,,,,,Perennes
2809,1982,1905,Trow's,1386,Restaurant,Perero A.,53 Spring St.,Manhattan,New York,New York,53,Spring,St.,,,,,,,Perero
2810,1983,1905,Trow's,1386,Restaurant,Perez E. & Cabeza,61 Stone St.,Manhattan,New York,New York,61,Stone,St.,,,,,,,Perez
2811,1984,1905,Trow's,1386,Restaurant,Perezi Luigi,33 Oak St.,Manhattan,New York,New York,33,Oak,St.,,,,,,,Perezi
2812,1985,1905,Trow's,1386,Restaurant,Perlis Isidor,1839 3 Ave.,Manhattan,New York,New York,1839,3,Ave.,,,,,,,Perlis
2813,1986,1905,Trow's,1386,Restaurant,Perlman Benjamin,184 Allen St.,Manhattan,New York,New York,184,Allen,St.,,,,,,,Perlman
2814,1987,1905,Trow's,1386,Restaurant,Perlman David,82 University Pl.,Manhattan,New York,New York,82,University,Pl.,,,,,,,Perlman
2815,1988,1905,Trow's,1386,Restaurant,Perlmutter David,247 Stanton St.,Manhattan,New York,New York,247,Stanton,St.,,,,,,,Perlmutter
2816,1989,1905,Trow's,1386,Restaurant,Perlstein Idea,241 E. Broadway ,Manhattan,New York,New York,241,E. Broadway,,,,,,,,Perlstein
2817,1990,1905,Trow's,1386,Restaurant,Perlus Aaron,1363 5 Ave.,Manhattan,New York,New York,1363,5,Ave.,,,,,,,Perlus
2818,1991,1905,Trow's,1386,Restaurant,Perr Meta,77 1 St.,Manhattan,New York,New York,77,1,St.,,,,,,,Perr
2819,1992,1905,Trow's,1386,Restaurant,Persily Henry,219 Broome St.,Manhattan,New York,New York,219,Broome,St.,,,,,,,Persily
2820,1993,1905,Trow's,1386,Restaurant,Pescatore Agostino,124 Mulberry St.,Manhattan,New York,New York,124,Mulberry,St.,,,,,,,Pescatore
2821,1994,1905,Trow's,1386,Restaurant,Peskowotiz & Moses,43 Forsyth St.,Manhattan,New York,New York,43,Forsyth,St.,,,,,,,Peskowotiz
2822,1995,1905,Trow's,1386,Restaurant,Petermann Adolph,445 6 Ave.,Manhattan,New York,New York,445,6,Ave.,,,,,,,Petermann
2823,1996,1905,Trow's,1386,Restaurant,Petersen Anne,507 W. 27 St.,Manhattan,New York,New York,507,W. 27,St.,,,,,,,Petersen
2824,1997,1905,Trow's,1386,Restaurant,Peterson & Grunow,742 3 Ave.,Manhattan,New York,New York,742,3,Ave.,,,,,,,Peterson
2825,1998,1905,Trow's,1386,Restaurant,Peterson John O. ,195 Reade St.,Manhattan,New York,New York,195,Reade,St.,,,,,,,Peterson
2826,1999,1905,Trow's,1386,Restaurant,Peterson John T. ,250 W. 41 St.,Manhattan,New York,New York,250,W. 41,St.,,,,,,,Peterson
2827,2000,1905,Trow's,1386,Restaurant,Petrus Joseph ,1430 1 Ave.,Manhattan,New York,New York,1430,1,Ave.,,,,,,,Petrus
2828,2001,1905,Trow's,1386,Restaurant,Petzall Edward,75 E. 125 St.,Manhattan,New York,New York,75,E. 125,St.,,,,,,,Petzall
2829,2002,1905,Trow's,1386,Restaurant,Efeiffer Melanie,17 E. 17 St.,Manhattan,New York,New York,17,E. 17,St.,,,,,,,Efeiffer
