Unnamed: 0,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name
13318,,1920.0,Phillip's,1182.0,,Berlin N.,120 W 17 St.,,New York,New York,120,W,17,St.,,,,,,Berlin
13319,,1920.0,Phillip's,1182.0,,Berman H.,500 Claremont Pkwy ,,New York,New York,500,Claremont,Pkwy,,,,,,,Berman
13320,,1920.0,Phillip's,1183.0,,Bernkopf N.,43 W 21 St.,,New York,New York,43,W,21,St.,,,,,,Bernkopf
13321,,1920.0,Phillip's,1183.0,,Bernstein M,66 Canal St. ,,New York,New York,66,Canal,St.,,,,,,,Bernstein
13322,,1920.0,Phillip's,1183.0,,Bernstein Max,3197 Broadway  ,,New York,New York,3197,Broadway,,,,,,,,Bernstein
13323,,1920.0,Phillip's,1183.0,,Bertha-Clare Tea Room,49 W 39 St.,,New York,New York,49,W,39,St.,,,,,,Bertha-Clare
13324,,1920.0,Phillip's,1183.0,,Betsy Ross Tea Room,40 Maiden La ,,New York,New York,40,Maiden,La,,,,,,,Betsy
13325,,1920.0,Phillip's,1183.0,,Biehn Carl,415 W 42 St.,,New York,New York,415,W,42,St.,,,,,,Biehn
13326,,1920.0,Phillip's,1183.0,,Birenberg Max,536 7 Ave ,,New York,New York,536,7,Ave,,,,,,,Birenberg
13327,,1920.0,Phillip's,1183.0,,Blackstone Cafeteria,66.5 Pine St. ,,New York,New York,66.5,Pine,St.,,,,,,,Blackstone
13328,,1920.0,Phillip's,1183.0,,Block H.,1169 Madison Ave ,,New York,New York,1169,Madison,Ave,,,,,,,Block
13329,,1920.0,Phillip's,1183.0,,Block M.,144 E 86 St.,,New York,New York,144,E,86,St.,,,,,,Block
13330,,1920.0,Phillip's,1183.0,,Boat House Restaurant,c Boston  Rd &,,New York,New York,c,Boston ,Rd,&,,,,,,Boat
13331,,1920.0,Phillip's,1183.0,,Bodanoff M.,1302 Washington Ave ,,New York,New York,1302,Washington,Ave,,,,,,,Bodanoff
13332,,1920.0,Phillip's,1183.0,,Bohlen H. J.,177 William St. ,,New York,New York,177,William,St.,,,,,,,Bohlen
13333,,1920.0,Phillip's,1183.0,,Bonocchi F.,14 Franklin St. ,,New York,New York,14,Franklin,St.,,,,,,,Bonocchi
13334,,1920.0,Phillip's,1183.0,,Boondas C.,1284 South Blvd ,,New York,New York,1284,South,Blvd,,,,,,,Boondas
13335,,1920.0,Phillip's,1183.0,,Born Jacob,2362 3 Ave ,,New York,New York,2362,3,Ave,,,,,,,Born
13336,,1920.0,Phillip's,1183.0,,Bossert El.,536 Hudson St. ,,New York,New York,536,Hudson,St.,,,,,,,Bossert
13337,,1920.0,Phillip's,1183.0,,Boosert W. A.,432 Hudson St. ,,New York,New York,432,Hudson,St.,,,,,,,Boosert
13338,,1920.0,Phillip's,1183.0,,Booseshon A.,162 E 4 ,,New York,New York,162,E,4,,,,,,,Booseshon
13339,,1920.0,Phillip's,1183.0,,Boston Lunch,191 Greenwich St. ,,New York,New York,191,Greenwich,St.,,,,,,,Boston
13340,,1920.0,Phillip's,1183.0,,Botsacos N. J.,1365 St. Nicholas Ave ,,New York,New York,1365,St. Nicholas,Ave,,,,,,,Botsacos
13341,,1920.0,Phillip's,1183.0,,Boulevard Lunch,1284 South Blvd ,,New York,New York,1284,South,Blvd,,,,,,,Boulevard
13342,,1920.0,Phillip's,1183.0,,Bradford's Restaurant ,73 W 134 St.,,New York,New York,73,W,134,St.,,,,,,Bradford's
13343,,1920.0,Phillip's,1183.0,,Braun F.,802 Washington St. ,,New York,New York,802,Washington,St.,,,,,,,Braun
13344,,1920.0,Phillip's,1183.0,,Braverman Harry,2394 Broadway  ,,New York,New York,2394,Broadway,,,,,,,,Braverman
13345,,1920.0,Phillip's,1183.0,,Bremer H.,92 Fulton St. ,,New York,New York,92,Fulton,St.,,,,,,,Bremer
13346,,1920.0,Phillip's,1183.0,,Brenner Louis,989.5 Westchester Ave ,,New York,New York,989.5,Westchester,Ave,,,,,,,Brenner
13347,,1920.0,Phillip's,1183.0,,Brighton Lunch,161 W 34 St.,,New York,New York,161,W,34,St.,,,,,,Brighton
13348,,1920.0,Phillip's,1183.0,,Brinkman Chas. H.,130 Church St.  ,,New York,New York,130,Church,St. ,,,,,,,Brinkman
13349,,1920.0,Phillip's,1183.0,,Bristol J. E.,600 6 Ave ,,New York,New York,600,6,Ave,,,,,,,Bristol
13350,,1920.0,Phillip's,1183.0,,Broad Exchange Café,25 Broad St. ,,New York,New York,25,Broad,St.,,,,,,,Broad
13351,,1920.0,Phillip's,1183.0,,Broadway Rose Garden,810 7 Ave ,,New York,New York,810,7,Ave,,,,,,,Broadway
13352,,1920.0,Phillip's,1183.0,,Brod Joseph ,554 W 158 St.,,New York,New York,554,W,158,St.,,,,,,Brod
13353,,1920.0,Phillip's,1183.0,,Brodsky Joseph,554 W 158 St.,,New York,New York,554,W,158,St.,,,,,,Brodsky
13354,,1920.0,Phillip's,1183.0,,Bronx Hofbrau Haus,534 Willis Ave ,,New York,New York,534,Willis,Ave,,,,,,,Bronx
13355,,1920.0,Phillip's,1183.0,,Bronx Restaurant,379 E 148 St.,,New York,New York,379,E,148,St.,,,,,,Bronx
13356,,1920.0,Phillip's,1183.0,,Brower Wm. H. Jr.,1086 2 Ave ,,New York,New York,1086,2,Ave,,,,,,,Brower
13357,,1920.0,Phillip's,1183.0,,Brown Betty Luncheon & Tea Room,72 Wall St. ,,New York,New York,72,Wall,St.,,,,,,,Brown
13358,,1920.0,Phillip's,1183.0,,Brown Randolph,c 172 & Jerome,,New York,New York,c,172,&,Jerome,,,,,,Brown
13359,,1920.0,Phillip's,1183.0,,Browne's Chop House ,1424 Broadway  ,,New York,New York,1424,Broadway,,,,,,,,Browne's
13360,,1920.0,Phillip's,1183.0,,Brown's Lunch & Restaurant,c Franklin St. &,,New York,New York,c,Franklin,St.,&,,,,,,Brown's
13361,,1920.0,Phillip's,1183.0,,Brun Wm.,8 W 28 St.,,New York,New York,8,W,28,St.,,,,,,Brun
13362,,1920.0,Phillip's,1183.0,,Bruschi D.,12 Franklin St. ,,New York,New York,12,Franklin,St.,,,,,,,Bruschi
13363,,1920.0,Phillip's,1183.0,,Buchalter S.,716 Broadway  ,,New York,New York,716,Broadway,,,,,,,,Buchalter
13364,,1920.0,Phillip's,1183.0,,Buchalter S.,827 Broadway  ,,New York,New York,827,Broadway,,,,,,,,Buchalter
13365,,1920.0,Phillip's,1183.0,,Buck Geo.,37 W 43 St.,,New York,New York,37,W,43,St.,,,,,,Buck
13366,,1920.0,Phillip's,1183.0,,Buffet Terminal Lunch,10 Courtlandt St. ,,New York,New York,10,Courtlandt,St.,,,,,,,Buffet
13367,,1920.0,Phillip's,1183.0,,Bunn A. C. ,c William St. & ,,New York,New York,c,William,St.,& ,,,,,,Bunn
13368,,1920.0,Phillip's,1183.0,,Burdack Carl,308 Pearl St. ,,New York,New York,308,Pearl,St.,,,,,,,Burdack
13369,,1920.0,Phillip's,1183.0,,Burke J. L.,62 John St. ,,New York,New York,62,John,St.,,,,,,,Burke
13370,,1920.0,Phillip's,1183.0,,Burke Jas.,724 8 Ave ,,New York,New York,724,8,Ave,,,,,,,Burke
13371,,1920.0,Phillip's,1183.0,,Burman I.,89 E 10 St.,,New York,New York,89,E,10,St.,,,,,,Burman
13372,,1920.0,Phillip's,1183.0,,Burns George,324 Greenwich St. ,,New York,New York,324,Greenwich,St.,,,,,,,Burns
13373,,1920.0,Phillip's,1183.0,,C. & L. Lunch Co.,2855 Broadway  ,,New York,New York,2855,Broadway,,,,,,,,C.
13374,,1920.0,Phillip's,1183.0,,C. & L. Lunch Co.,2246 Broadway  ,,New York,New York,2246,Broadway,,,,,,,,C.
13375,,1920.0,Phillip's,1183.0,,C. B. Lunch Co.,2246 Broadway  ,,New York,New York,2246,Broadway,,,,,,,,C.
13376,,1920.0,Phillip's,1183.0,,Café Boulevard ,c Broadway & 41,,New York,New York,c,Broadway,&,41,,,,,,Café
13377,,1920.0,Phillip's,1183.0,,Café Bousquet,157 W 44 St.,,New York,New York,157,W,44,St.,,,,,,Café
13378,,1920.0,Phillip's,1183.0,,Café Des Beaux Arts,80 W 40 St.,,New York,New York,80,W,40,St.,,,,,,Café
13379,,1920.0,Phillip's,1183.0,,Café Gross Inc,45 Broad St. ,,New York,New York,45,Broad,St.,,,,,,,Café
13380,,1920.0,Phillip's,1183.0,,Café Hugo,109 W 38 St.,,New York,New York,109,W,38,St.,,,,,,Café
