,addresses,Lat,Lon
337,Clinton Street 135,40.71833326325602,-73.98587171439402
338,Broome Street 128,40.71645770292959,-73.98293769029428
340,W 18th Street 28,40.739560451003406,-73.99376946133155
341,Wooster Street 190,40.72727124020488,-73.9988132797701
342,Chrystie Street 80,40.71833881468732,-73.99391024910037
344,E 125th Street 127,40.80512796133056,-73.93898501274313
345,W 42nd Street 658,40.760830726721146,-73.99845869976438
346,Liberty Street 33,40.70923621642803,-74.00948563930447
347,E 33rd Street 19,40.74786987255126,-73.98470206904588
352,Crosby Street 113,40.724835300637544,-73.99647922300477
354,Liberty Street 107,40.7100319378352,-74.01121173355588
355,Lexington Avenue 734,40.762029717230426,-73.9687953669036
356,W 33rd Street 267,40.75061120711509,-73.9913369703781
357,Harrison Street 38,40.71944229313332,-74.01092483426466
358,West Street 386,40.73261391702585,-74.01010982834252
360,Chrystie Street 175,40.72060370112065,-73.99285650534958
362,Greenwich Street 316,40.717723153388626,-74.0106049790648
364,Broad Street 94,40.704602557612915,-74.01157073101409
365,Bridge Street 35,40.7036058012639,-74.01282425313539
366,Stone Street 14,40.70452755277562,-74.01250526629943
369,Greenwich Street 319,40.717579246581245,-74.01052248772858
370,Beach Street 57,40.72117467889862,-74.00860618325456
372,Mott Street 219,40.72302656671136,-73.99509724825296
373,E 117th Street 442,40.79659728205188,-73.93477032239082
374,Attorney Street 144,40.719247242667066,-73.98434507340227
375,8th Avenue 472,40.751894448559696,-73.99377847784349
377,7th Avenue 395,40.74941513632383,-73.99193121146203
379,Broad Street 60,40.706477241643185,-74.01124453134751
380,Beekman Street 4,40.711987256997894,-74.00659865536018
381,Nassau Street 143,40.71197110351442,-74.00608716388972
382,W 117th Street 321,40.805691303286494,-73.95615325859681
383,W 68th Street 260,40.77632138660177,-73.9845950112828
384,W 14th Street 461,40.742649332997985,-74.00911799749429
385,3rd Avenue 1839,40.78829223216943,-73.94700045772622
387,3rd Avenue 778,40.75540057225987,-73.97159732132913
388,6th Avenue 438,40.74534101391091,-73.99126395913382
390,Broome Street 196,40.71787910787859,-73.98790585352235
391,W 34th Street 45,40.74919046584114,-73.98590208415301
392,W 42nd Street 111,40.75610598145941,-73.9868098071225
393,Rivington Street 185,40.71907780964755,-73.9837787222419
394,W 119th Street 414,40.806621360419584,-73.95468334824595
395,W 135th Street 42,40.81347460552404,-73.9395579966729
396,8th Avenue 693,40.758206300413256,-73.98939469867099
398,6th Avenue 763,40.756083432678246,-73.98360917459416
399,W 49th Street 115,40.760107386656685,-73.982631344507
400,E 32nd Street 7,40.74700511730552,-73.98452624941773
402,W 23rd Street 568,40.74904759771212,-74.00749445046839
404,Duane Street 51,40.7145809966302,-74.00328839163173
405,W 57th Street 130,40.764730752641746,-73.97827131308073
406,Cedar Street 116,40.70950967604795,-74.01143739142164
407,W 27th Street 145,40.74593014308926,-73.99166235715767
408,2nd Avenue 189,40.73089087163044,-73.98670167732352
409,W 29th Street 128,40.746910651835115,-73.99035944879702
411,W 57th Street 150,40.764481863751186,-73.97770242408164
413,W 125th Street 239,40.8097841139111,-73.95004538616031
414,8th Avenue 2235,40.82528904696449,-73.94029755031762
415,3rd Avenue 1616,40.78180984892417,-73.95208089638625
418,3rd Avenue 2131,40.79837049722783,-73.93972814518735
419,3rd Avenue 1955,40.79254235519634,-73.94394843028232
421,Stanton Street 249,40.71960602137296,-73.98103829936224
422,Columbia Street 67,40.71715031101072,-73.98070855160012
423,E 33rd Street 22,40.7478626074427,-73.9849440109512
425,5th Avenue 546,40.75623431197127,-73.97930453444485
426,Eldridge Street 179,40.721924752859785,-73.99031937004354
427,3rd Avenue 306,40.739672260812945,-73.98317245437674
428,Pearl Street 455,40.71319204983,-74.00089903656156
429,8th Avenue 985,40.76692604555786,-73.98306742202678
431,Rivington Street 142,40.720010200378034,-73.98660123485922
432,Canal Street 34,40.71484323328403,-73.99045720591592
433,3rd Avenue 130,40.73422611956992,-73.98706621360103
434,Canal Street 30,40.71489956661774,-73.99057387260933
436,Broadway 1626,40.76096368217554,-73.98435010378662
438,W 14th Street 51,40.73690624504976,-73.99427368597173
439,W 34th Street 152,40.75015701353982,-73.98844244892432
441,Grand Street 503,40.71494940815541,-73.98182719064697
442,Whitehall Street 26,40.70316396330428,-74.01320313614553
443,E 125th Street 79,40.805737022196794,-73.94050337018582
445,Bleecker Street 63,40.726993875172596,-73.99558657604422
446,11th Avenue 464,40.758060379570956,-74.00034028162467
447,8th Avenue 327,40.74789686187324,-73.99699718643988
448,South Street 159,40.70812837217718,-74.00109861138239
449,W 40th Street 271,40.75493889532102,-73.98800161145896
452,3rd Avenue 1412,40.775760513876136,-73.95662762239552
453,Market Street 33,40.71320969093259,-73.99445805368755
454,Market Street 31,40.71311745563842,-73.99444864184144
456,W 12th Street 235,40.73810437076817,-74.00362568592328
457,Greenwich Avenue 70,40.736640476328034,-74.00067845685716
458,8th Avenue 249,40.74512422216365,-73.9990416561608
460,Pearl Street 430,40.71272225656317,-74.00079022937238
461,Water Street 122,40.7062473677097,-74.00660848739145
462,Ann Street 15,40.711608891398164,-74.00814206386391
463,Madison Avenue 2137,40.80763737072121,-73.93919160849443
464,W 28th Street 401,40.75056575241167,-74.0007739480788
465,W 46th Street 311,40.76053976453703,-73.98960816973938
466,Maiden Lane 51,40.709722447374475,-74.00894215960544
467,John Street 85,40.70912133292172,-74.00708915492422
468,E 9th Street 646,40.72663462525331,-73.98042056788084
469,Lexington Avenue 453,40.75292490004623,-73.97510282768872
471,1st Avenue 8,40.7234630846119,-73.98871307648879
472,8th Avenue 303,40.74704617199907,-73.99761290054751
474,Bleecker Street 159,40.729244230452124,-74.0000812781071
475,6th Avenue 92,40.73375169013518,-73.99966536301146
476,Forsyth Street 149,40.720918388368794,-73.9918533860157
478,Essex Street 43,40.716405370841706,-73.98971139621725
479,11th Avenue 420,40.75697500533656,-74.00108961250562
480,Nassau Street 53,40.7090925258828,-74.00919227792714
481,E 29th Street 33,40.74450963335866,-73.98442790878968
482,Bleecker Street 411,40.73751973328191,-74.00497323615822
484,A Avenue 222,40.730262302096804,-73.98080618765051
485,W 14th Street 202,40.73969279502167,-74.00152668000987
486,Rivington Street 150,40.71962857597537,-73.98534946140937
487,Catherine Slip 10,40.710570680051376,-73.99644686015432
488,W 32nd Street 17,40.7482910966698,-73.98761380697486
490,Hudson Street 578,40.73696073728204,-74.00564687653976
492,W 59th Street 535,40.772451858458886,-73.99285114929896
493,A Avenue 1518,40.771738922215675,-73.95043569789046
494,Delancey Street 26,40.72037715457529,-73.99255428016217
495,Broadway 399,40.71925260468444,-74.00239510153754
496,W 19th Street 7,40.74065172406881,-73.99445277858017
497,W 31st Street 14,40.746878067015615,-73.9864145810283
500,W 18th Street 11,40.739982774794065,-73.99459286107826
502,E 59th Street 65,40.7633813526937,-73.97072340753964
504,E 104th Street 131,40.791606789618484,-73.94871857227083
505,Eldridge Street 5,40.71573887466843,-73.99350260457715
506,Eldridge Street 7,40.7156559117057,-73.99354645636086
508,3rd Avenue 454,40.74468806003584,-73.97942330483629
511,Broadway 1544,40.75819254367353,-73.98540146941892
518,E 42nd Street 12,40.75313585353878,-73.97990280535507
519,6th Avenue 471,40.7467161735553,-73.99053473749723
520,8th Avenue 984,40.76688195434541,-73.98282857804304
523,8th Avenue 602,40.75593376516415,-73.99080097111259
524,6th Avenue 466,40.7467836158216,-73.99020463081665
525,4th Avenue 415,40.743801892612886,-73.98401223949392
526,Greenwich Street 456,40.72461336997075,-74.00937076010537
529,W 133rd Street 19,40.81264521529594,-73.94114582374574
531,Christopher Street 154,40.733315748275,-74.00747707539294
532,W 135th Street 40,40.81350222657686,-73.93962469142187
533,E 32nd Street 19,40.74739922256593,-73.98553677557403
535,Water Street 107,40.70571987105145,-74.00717895362669
536,W 18th Street 40,40.73931890261465,-73.99315010639513
537,Delancey Street 85,40.719191499464635,-73.98909785542322
538,Walker Street 64,40.719836680794074,-74.00385263608146
539,8th Avenue 2306,40.82579302983199,-73.93971169074533
540,Park Row 34,40.712286991649975,-74.00665191893991
542,6th Avenue 823,40.75782022002882,-73.98231725639921
551,Warren Street 12,40.7144803187286,-74.0073265971681
552,Houston Street E 13,40.725814645444856,-73.99633700612671
553,W 47th Street 317,40.76109261033963,-73.9889416654297
554,Broadway 1557,40.759130311030354,-73.98501990804613
555,5th Avenue 501,40.75406467544402,-73.9806179212138
556,8th Avenue 646,40.7570251993169,-73.98997562710866
558,Division Street 203,40.71520204278278,-73.9873511568404
559,Broadway 1724,40.764245082490035,-73.98236260756451
560,6th Avenue 816,40.75799813282448,-73.98192933156488
561,W 35th Street 27,40.750267239252224,-73.98629142918404
563,Greenwich Street 279,40.716698715687436,-74.01076723302587
567,5th Avenue 164,40.74010284221536,-73.99116239781242
568,Greenwich Street 94,40.709126332551506,-74.0132950019383
570,6th Avenue 410,40.743837901863074,-73.99237062880383
572,6th Avenue 525,40.74859088777149,-73.98911257631418
574,Fulton Street 191,40.7123135992901,-74.01108702372076
575,Whitehall Street 57,40.7014147750108,-74.01291751159964
577,5th Avenue 2162,40.81118272101023,-73.93896369263108
578,Maiden Lane 87,40.708419356889216,-74.00789936539242
579,Bowery Street 156,40.720723761852675,-73.99421151525264
580,W 27th Street 34,40.74519234740206,-73.99014004452484
581,Broadway 411,40.71981377416412,-74.00194279704027
583,E 42nd Street 157,40.751545400680214,-73.97575347980994
584,Dey Street 8,40.71131817057445,-74.01014504549008
585,W 14th Street 102,40.73859816151101,-73.99870138964218
587,6th Avenue 761,40.75615684444235,-73.98354893941057
588,W 55th Street 347,40.765780009925145,-73.98463331154258
589,Grand Street 335,40.71756974491445,-73.99052443679336
590,Nassau Street 35,40.70874389863678,-74.0095201343709
593,Cortlandt Street 65,40.71181689345289,-74.01402932602579
596,Broadway 66,40.707744345311085,-74.01194010786297
597,New Street 17,40.707421811940186,-74.01164196019775
598,Water Street 83,40.70455510314924,-74.00877995875726
599,Pearl Street 206,40.70727786499142,-74.00646110894355
600,3rd Avenue 1126,40.76562714145184,-73.96410931110907
602,4th Avenue 433,40.744502862641575,-73.98350459965836
604,E 59th Street 21,40.764105279784886,-73.9724036968661
605,W 134th Street 85,40.81234295085974,-73.93849635879953
607,Orchard Street 73,40.718353443874435,-73.99042546335063
609,West Street 349,40.72984756435719,-74.01046978112787
610,Broadway 1431,40.75516018301363,-73.98683420228359
612,3rd Avenue 2396,40.80654417899072,-73.9339664824795
613,Lexington Avenue 1551,40.788205526053254,-73.94913711568996
614,W 41st Street 303,40.75744927281916,-73.99208585785216
615,3rd Avenue 218,40.73628963875648,-73.98555141594873
616,W 36th Street 70,40.75000397077867,-73.9840481377208
617,6th Avenue 922,40.761748663119306,-73.97915781050128
618,4th Avenue 457,40.74497211166882,-73.98313864949215
624,W 26th Street 26,40.744761387914714,-73.99089074232425
625,W 30th Street 132,40.74785515655036,-73.99056776484902
626,Henry Street 179,40.714200924686054,-73.98731918798647
627,W 133rd Street 172,40.81313609769994,-73.94257586494011
628,Attorney Street 97,40.7186445272862,-73.98481703222724
629,6th Avenue 931,40.76158838026527,-73.97955523272528
630,7th Avenue 755,40.76068762599688,-73.98359594720364
631,Bleecker Street 118,40.72797129627165,-73.99777353869338
632,W 19th Street 32,40.74012123366774,-73.99337527753983
637,Broadway 170,40.70962260980488,-74.01031858810082
638,Maiden Lane 116,40.706763633929846,-74.00626153570505
639,E 125th Street 65,40.80551848561293,-73.939957028816
640,Broadway 2,40.70546729727208,-74.0137469352355
642,W 18th Street 167,40.7402265754859,-73.99521855870319
643,8th Avenue 972,40.76732995434856,-73.9824979106669
645,W 24th Street 34,40.74312083465394,-73.99092023394506
646,W 23rd Street 503,40.747903968562525,-74.00443375961167
647,E 23rd Street 6,40.74120577486921,-73.98853227179413
649,Grand Street 276,40.718245270321134,-73.9924301724389
650,8th Avenue 901,40.76448324374275,-73.98479405003083
651,E 129th Street 123,40.80753184003516,-73.93687702703153
652,W 54th Street 262,40.76408064918129,-73.98276496075843
653,3rd Avenue 150,40.73478481737702,-73.98667200398853
654,Ann Street 7,40.71140622473286,-74.0078327306254
656,Greenwich Street 136,40.70964699882039,-74.01309578981154
658,W 145th Street 101,40.81970650918921,-73.93448465472123
660,8th Avenue 684,40.75841849949286,-73.98898290099481
661,4th Avenue 475,40.74554139504036,-73.98270098458754
662,Horatio Street 65,40.739369763094345,-74.00561590859336
663,Thompson Street 57,40.72518102881833,-74.00277625060002
664,Grand Street 594,40.713652568720796,-73.97702326266672
665,W 118th Street 430,40.80592139352232,-73.95502213690828
666,Broadway 233,40.712823243995636,-74.0078416432045
667,W 125th Street 256,40.80949701739292,-73.94962039149127
668,E 29th Street 47,40.74479663335669,-73.98512790866894
669,9th Avenue 115,40.74334579016595,-74.00399687600715
670,Cannon Street 71,40.71681310588956,-73.97977993031076
671,8th Avenue 53,40.739337637571765,-74.00348296296049
673,W 60th Street 22,40.768876160012596,-73.98222071027446
674,6th Avenue 511,40.747850270695416,-73.98971500231292
675,E 27th Street 154,40.7417675971558,-73.98173359658072
676,W 135th Street 70,40.81308791078457,-73.93862427018736
677,2nd Avenue 1135,40.76105973361952,-73.96452046396038
678,W 38th Street 47,40.75171026999884,-73.98402864875877
680,Bowery Street 21,40.715345294442464,-73.9969468977687
681,W 35th Street 57,40.74973603925589,-73.984998629408
684,Broadway 1695,40.763939989843664,-73.98277091583577
685,W 145th Street 526,40.82468707419983,-73.94638998591917
687,W 133rd Street 3,40.81287125784757,-73.94169050450039
688,2nd Avenue 835,40.75168395267066,-73.97127833135474
689,Chambers Street 203,40.71720360451623,-74.01152425542335
690,West Street 214,40.7196362040762,-74.01205921240485
691,9th Avenue 60,40.74128397374661,-74.00524703131627
692,Hudson Street 202,40.72409637903164,-74.00772191287537
693,Park Place 69,40.71513114807748,-74.01187965062901
694,E 9th Street 38,40.73332094127631,-73.99576446942244
696,W 22nd Street 135,40.74292211404572,-73.99438082455649
698,Division Street 208,40.71527415721683,-73.98765964316453
707,6th Avenue 199,40.73762557223873,-73.99718796465514
709,Greenwich Street 179,40.71134477414538,-74.01230621006496
710,Canal Street 401,40.72286610545265,-74.00569114045595
712,W 23rd Street 350,40.745715459911445,-73.99933389460358
714,B Avenue 250,40.7299871878621,-73.97821604077451
715,W 133rd Street 37,40.812390917425354,-73.94053305789676
719,Fulton Street 140,40.71033226614138,-74.00696399847263
722,W 37th Street 400,40.75606678609398,-73.9966860091604
723,W 25th Street 120,40.744958507443634,-73.99337435043581
724,W 27th Street 59,40.74685987281268,-73.99380693332596
725,3rd Avenue 526,40.74731605964951,-73.97750267153363
726,5th Avenue 2262,40.81498976173902,-73.93619918221002
727,W 16th Street 423,40.742866192009906,-74.00567704451232
728,W 23rd Street 161,40.74333502209555,-73.99337173923143
729,West Street 129,40.71265891406633,-74.01387187956408
730,6th Avenue 1017,40.76416558273826,-73.97765172954321
731,W 62nd Street 205,40.773367613728425,-73.98914969971392
732,7th Avenue 168,40.74196523835292,-73.99766260986534
734,W 96th Street 208,40.79591035005907,-73.97482840332587
735,W 96th Street 218,40.795838731010946,-73.97465773662752
736,3rd Avenue 285,40.73897166791776,-73.98338228335761
