,addresses,Lat,Lon
1431,A Avenue 22,40.72267526614417,-73.98633443989071
1432,E 18th Street 8,40.738344714438774,-73.990762833952
1433,Clinton Street 22,40.721445533295146,-73.98415719348436
1435,Canal Street 66,40.715410544868114,-73.99206843602428
1436,Goerck Street 35,40.71470583287559,-73.97895936044806
1437,2nd Avenue 1546,40.77453045530053,-73.9544109600264
1439,2nd Avenue 1414,40.76968054893047,-73.95794152677307
1440,W 31st Street 109,40.74881254555796,-73.99080933446967
1441,Maiden Lane 106,40.70750185855202,-74.00726541857868
1442,Pearl Street 197,40.7068320689027,-74.00712953134394
1443,W 21st Street 6,40.741747824653785,-73.99372060946139
1445,Grand Street 538,40.71483125991101,-73.98101284678182
1446,Pearl Street 114,40.70507530197176,-74.00909040989796
1447,Franklin Street 45,40.71726188895108,-74.00215631795861
1448,Bond Street 19,40.72729202029526,-73.99438685329459
1449,2nd Avenue 1285,40.7669877718717,-73.96019274604194
1450,Vandewater Street 39,40.71100130516766,-74.00255539069887
1451,2nd Avenue 613,40.74469254407644,-73.9764250849416
1452,Broadway 872,40.73744041961389,-73.99025148738954
1453,Cherry Street 346,40.7121460620843,-73.98674462231865
1455,Lexington Avenue 415,40.752879436885216,-73.9751322801044
1456,Rutgers Street 54,40.71195301732972,-73.9899587574569
1457,Sheriff Street 80,40.71917772784237,-73.9806948333378
1458,E 11th Street 99,40.7330463107739,-73.9912489032467
1459,6th Avenue 80,40.734062862551205,-73.99945350045274
1460,Bleecker Street 56,40.72641208225834,-73.99459333406948
1461,E 23rd Street 23,40.74165662512103,-73.98931892801498
1462,8th Avenue 782,40.760691928430354,-73.98732605691723
1463,Bleecker Street 132,40.728330445129565,-73.99850744388188
1464,Broad Street 55,40.70613771485324,-74.0112118167471
1465,D Avenue 103,40.72387697252952,-73.97657759063325
1467,Henry Street 232,40.7141892046694,-73.986517827441
1468,Forsyth Street 97,40.7190128398833,-73.99285555734895
1469,W 127th Street 618,40.8115592601734,-73.95049380924071
1470,W 103rd Street 152,40.79774466071132,-73.9654684495169
1473,University Place 70,40.73462465799307,-73.99276888681659
1474,7th Avenue 275,40.74577936933369,-73.99459295966851
1475,City Hall Place 37,40.71413360516097,-74.00251184874567
1476,W 47th Street 117,40.75890851647311,-73.98371635049237
1477,E 89th Street 202,40.78012928434145,-73.95118551113977
1478,3rd Avenue 1003,40.76186968057432,-73.966553678582
1479,3rd Avenue 409,40.74238599058638,-73.98090011085154
1480,W 21st Street 123,40.74243804626593,-73.99519851084801
1481,W 21st Street 13,40.74168611473393,-73.99332302692835
1483,South Street 173,40.708645521170475,-74.00012561167163
1484,Essex Street 144,40.7208083927676,-73.98735591844236
1485,Crosby Street 97,40.72341395546875,-73.99768472052499
1486,3rd Avenue 1493,40.778055944721295,-73.9545634060583
1487,Stanton Street 172,40.720541946988206,-73.98395931113868
1488,1st Avenue 817,40.7513076470806,-73.96852977922383
1489,Clinton Street 86,40.71838544498679,-73.98571269015957
1490,Forsyth Street 145,40.721081485142506,-73.99176461195563
1491,2nd Avenue 1528,40.773820208024965,-73.95493010200161
1492,A Avenue 1317,40.76621221088235,-73.9547479711533
1493,W 13th Street 26,40.73682140928826,-73.99630164671743
1495,W 117th Street 68,40.801705809533814,-73.94692639977731
1496,Norfolk Street 73,40.7183113634552,-73.98780221994241
1497,Chrystie Street 97,40.717684651955594,-73.99440015036565
1499,Division Street 141,40.714860682631155,-73.99201392867413
1500,Forsyth Street 177,40.722198784698726,-73.99117832287358
1501,3rd Avenue 2037,40.79496463532262,-73.9421787463528
1503,Sheriff Street 83,40.719087129274726,-73.98087048801636
1505,Greene Street 122,40.72661017762482,-73.99823744286294
1506,Essex Street 109,40.71986992632591,-73.9879783408869
1507,Canal Street 216,40.71767597204364,-73.99880015804655
1508,Prince Street 66,40.72420704450923,-73.99661151770313
1509,W 45th Street 110,40.75766209659315,-73.98485514339934
1510,Broadway 491,40.72345392789492,-73.99888628346585
1511,W 20th Street 26,40.740736312109554,-73.99309394305567
1512,1st Avenue 60,40.72509851719448,-73.98749784160516
1513,W 54th Street 241,40.76446365850185,-73.98345196215755
1514,2nd Avenue 1510,40.773111649763365,-73.95540689217056
1515,South Street 92,40.70634967101433,-74.003865715498
1518,William Street 112,40.70848775258993,-74.00774792513904
1519,E 14th Street 110,40.734820200765824,-73.98983016799343
1520,E 14th Street 112,40.73483989307366,-73.98986893723303
1521,9th Avenue 736,40.762966882734545,-73.9893122336403
1524,E 21st Street 36,40.73972815074565,-73.98884239316138
1525,9th Avenue 204,40.74624871684318,-74.00152061790403
1526,Houston Street E 47,40.72517461586648,-73.99447771541654
1527,Allen Street 130,40.720379156214555,-73.99012085571658
1528,W 26th Street 31,40.74474498244869,-73.99061177620142
1529,Jefferson Street 14,40.714121225925155,-73.98876249970833
1530,10th Avenue 254,40.74852546373106,-74.00360101419494
1531,10th Avenue 582,40.760049359786784,-73.99515541338519
1532,Greene Street 262,40.73033101737865,-73.99521643660788
1533,Broadway 1457,40.755923236822376,-73.98709244914619
1534,3rd Avenue 624,40.75025810161623,-73.97534587525352
1536,Spring Street 254,40.72603932343499,-74.00450535207446
1537,Henry Street 274,40.71456186405598,-73.98290850975104
1538,Norfolk Street 22,40.71658580896855,-73.98841392767103
1540,Madison Street 177,40.713092548149255,-73.99126885876531
1541,7th Avenue 214,40.7440015076177,-73.99616907145807
1542,Ludlow Street 176,40.72225405244116,-73.98751949083196
1544,3rd Avenue 533,40.74696817555172,-73.97749591723424
1545,E 59th Street 50,40.763054391976915,-73.97024918805326
1546,Saint Marks Place 110,40.72756324656792,-73.98445946491293
1547,3rd Avenue 765,40.75447216477938,-73.97197379865702
1549,Allen Street 160,40.72160928151821,-73.98947604195713
1550,William Street 165,40.710892539380026,-74.00556576567212
1551,Broadway 743,40.73112547977581,-73.99253503425082
1552,E 14th Street 331,40.73256304366509,-73.98465704743465
1553,Forsyth Street 83,40.71749290646608,-73.99363484614457
1554,Essex Street 48,40.716130629131015,-73.98972060401049
1557,Forsyth Street 65,40.71828490646375,-73.99321313250884
1558,Ludlow Street 132,40.71921721902264,-73.98901610186869
1559,Attorney Street 139,40.71946575730623,-73.98435742677734
1562,3rd Avenue 2351,40.80543916257588,-73.9344878612898
1563,W 28th Street 3,40.745545428520344,-73.98868141438165
1564,W 59th Street 308,40.76835708418123,-73.98291032804266
1565,W 43rd Street 149,40.756691700875606,-73.98629007533793
1567,Canal Street 301,40.72005424813008,-74.00186746954816
1568,E 4th Street 162,40.725277772519824,-73.98639978662746
1569,W 39th Street 271,40.75434300693445,-73.98856611906203
1570,West Street 205,40.719064742323845,-74.01230955131426
1571,Rutgers Street 9,40.71456608346872,-73.99022936897262
1572,Canal Street 388,40.722052754325325,-74.00478527094253
1573,W 67th Street 33,40.77359886608784,-73.97972506303839
1574,8th Avenue 878,40.763894947834665,-73.98497445089863
1575,13th Avenue 166,40.74708281362595,-74.00835316167267
1576,W 101st Street 218,40.79760163116606,-73.9690091203331
1577,Fulton Street 214,40.712684106198175,-74.01234263983808
1578,3rd Avenue 51,40.731696067438264,-73.98867224966551
1579,6th Avenue 642,40.75220910050587,-73.98616685434132
1580,W 125th Street 226,40.809865502243916,-73.95047372498657
1581,West Street 389,40.73354833486304,-74.01011988115432
1582,Norfolk Street 56,40.71709966291216,-73.98823472873373
1583,Fulton Street 118,40.71018476883762,-74.00671017932606
1584,E 4th Street 151,40.72514475808655,-73.98583629506199
1585,D Avenue 136,40.72509854594137,-73.97542867861635
1587,Clinton Street 150,40.716939375551966,-73.98653517387224
1588,Ludlow Street 184,40.721970900925264,-73.98765136985622
1589,Grand Street 67,40.722758385630186,-74.00349652353907
1591,3rd Avenue 1343,40.77258582521778,-73.9587044871111
1592,W 31st Street 254,40.74940100627343,-73.99239292859552
1594,Hudson Street 3,40.71658258033598,-74.00915953005078
1597,2nd Avenue 105,40.7283610765052,-73.98843517289279
1598,W 35th Street 249,40.752090101815035,-73.99088242884314
1599,W 21st Street 117,40.74250458091894,-73.99536674844455
1600,W 3rd Street 53,40.729663398957996,-73.99731799228385
1601,9th Avenue 802,40.765827547790266,-73.98723253363642
1602,Henry Street 219,40.71434248763693,-73.98589324949975
1604,Cherry Street 303,40.7119610139876,-73.98763436198733
1608,W 35th Street 19,40.750408892584595,-73.98663617579099
1609,6th Avenue 658,40.75299347857364,-73.98558893285586
1610,Stanton Street 247,40.71957908019629,-73.98094041699969
1611,Houston Street E 143,40.72369133069461,-73.98999746415166
1612,Greenwich Street 177,40.711437307478896,-74.01227887665212
1613,Saint Marks Place 6,40.72915595735289,-73.9882162292311
1615,3rd Avenue 587,40.74881611634096,-73.97615082232322
1616,6th Avenue 104,40.73344051771914,-73.99987722557016
1617,Suffolk Street 71,40.71836427296102,-73.98685276107919
1620,Goerck Street 74,40.71631619030958,-73.97809223506754
1621,W 33rd Street 131,40.749794474301254,-73.98928666272224
1622,Norfolk Street 30,40.71617719358318,-73.98854469725332
1623,B Avenue 98,40.725405502626764,-73.98151543367699
1624,1st Avenue 603,40.74366283901337,-73.97420014301174
1625,Henry Street 211,40.714381872252005,-73.98549940335045
1626,8th Avenue 367,40.7491749435174,-73.99607782121291
1628,Bleecker Street 83,40.72728970034654,-73.99613014445201
1629,Worth Street 123,40.71589718294604,-74.0025493527127
1630,2nd Avenue 971,40.756176705265474,-73.96806343581947
1631,Houston Street E 137,40.72358161640811,-73.9896203212555
1632,Houston Street E 147,40.72376447355228,-73.99024889274907
1633,W 31st Street 23,40.748104705651585,-73.98919157097625
1635,Delancey Street 176,40.71838349375397,-73.98561499140304
1637,W 15th Street 20,40.738055420896565,-73.99546810590562
1638,Fulton Street 102,40.70966816233491,-74.00572042507343
1639,Lewis Street 23,40.71447950717128,-73.9799435532868
1640,Grand Street 416,40.71641810144592,-73.9863790229786
1641,8th Avenue 987,40.76685137889174,-73.98312253301967
1645,Bowery Street 285,40.725449227114424,-73.99226149013872
1646,Spring Street 95,40.72380413155717,-73.99921672113749
1647,Prince Street 130,40.72624053678848,-74.00078176681976
1648,Rivington Street 105,40.72034675887942,-73.98799374758926
1649,2nd Avenue 1206,40.76366731616035,-73.96233300781216
1651,Columbia Street 128,40.719338950884385,-73.97945733245206
1652,4th Avenue 402,40.743100392596524,-73.98487396921685
1653,E 50th Street 125,40.7574145619624,-73.97412943370982
1654,Water Street 120,40.70627703437619,-74.00656437629763
1655,Fulton Street 61,40.70960457260826,-74.00538736822365
1656,E 14th Street 151,40.734432738850415,-73.9888485418425
1660,Christopher Street 176,40.732960707770886,-74.0098925846829
1661,West Street 361,40.73033897189997,-74.01042705852917
1663,Broadway 42,40.70549673356926,-74.01372827963907
1664,E 74th Street 350,40.77015903028869,-73.957572430196
1665,White Street 34,40.718598602776865,-74.00310998452122
1666,Pelham Street 5,40.711536715150544,-73.99147426082965
1667,Houston Street E 266,40.7223253715571,-73.98550708831941
1668,8th Avenue 632,40.756204871649096,-73.99060424599347
1671,Chrystie Street 118,40.71886523758687,-73.99364262000474
1672,Grand Street 76,40.72226997653135,-74.00229396381962
1673,W 15th Street 27,40.73799332909755,-73.99505939412005
1674,W 116th Street 100,40.80317482070554,-73.9523888599991
1677,E 77th Street 346,40.77204102337662,-73.95612286315357
1678,6th Avenue 669,40.75276728323796,-73.98602478107475
1679,E 13th Street 15,40.73562107646772,-73.99324977174163
1680,1st Avenue 1680,40.77818958404644,-73.94839784601714
1682,Canal Street 86,40.71563036473341,-73.99281523784668
1683,Delancey Street 101,40.71910484699653,-73.98843970759623
1684,Stanton Street 210,40.72009034302242,-73.98246787937357
1686,5th Avenue 136,40.73916851673432,-73.99187122899087
1688,Houston Street E 326,40.72154886689303,-73.98278914499917
1689,Houston Street E 57,40.72482290148498,-73.99343217242561
1691,Fulton Street 24,40.70789920654154,-74.00414848036532
1692,Bridge Street 27,40.703620023486,-74.01225536424563
1693,Norfolk Street 141,40.722130919436026,-73.9858235375619
1694,6th Avenue 713,40.753917317695986,-73.98520373067876
1695,2nd Avenue 127,40.72859739184262,-73.9882836849574
1696,Division Street 36,40.714718203997144,-73.99498849270901
1697,W 17th Street 108,40.74021173850834,-73.99724957603513
1698,Broome Street 293,40.719217813616744,-73.99255599736709
1699,W 19th Street 37,40.740110879002145,-73.99309390556303
1700,9th Avenue 828,40.76626169290258,-73.9869354464184
1701,Willett Street 69,40.71761080892676,-73.98248511174984
1702,Bayard Street 55,40.71607691452079,-73.99837697464238
1703,8th Avenue 590,40.7549598583078,-73.99153102092976
1705,Pitt Street 48,40.71873285561701,-73.98268054020284
1706,Broadway 724,40.73060610261661,-73.99271745843112
1707,E 86th Street 218,40.778436872573515,-73.95310954682215
1708,E 4th Street 252,40.72291470231004,-73.9806829529701
1711,Canal Street 480,40.72320316396532,-74.00635997727755
1714,E 54th Street 311,40.75735135253975,-73.96616194978651
1715,2nd Avenue 537,40.74214616598451,-73.97834607479042
1716,3rd Avenue 2027,40.79531130199173,-73.94194763469187
1717,3rd Avenue 268,40.73830487665882,-73.98416226418406
1718,Ridge Street 29,40.71785131010352,-73.98422377496291
1719,3rd Avenue 666,40.75151985989404,-73.97438421792702
1720,Delancey Street 55,40.71972084709423,-73.99068859699429
1723,Rivington Street 30,40.72170877065132,-73.99202651559183
1724,Rivington Street 76,40.720926779769165,-73.9894728835853
1727,E 42nd Street 150,40.75130094413864,-73.97542555456609
1728,3rd Avenue 499,40.74552680500104,-73.97856530920012
1729,W 34th Street 124,40.75050701354222,-73.98928244907349
1730,W 33rd Street 121,40.749915325364235,-73.98959134352373
1731,E 59th Street 123,40.762886538605,-73.96957145051094
1732,William Street 23,40.70573356053909,-74.00998595062605
1733,Rose Street 41,40.712183965818674,-74.00108181744578
1734,Eldridge Street 105,40.718285979221335,-73.99218979418187
1735,Broadway 527,40.72227238944332,-73.9998758201622
1736,6th Avenue 154,40.736443225122535,-73.99772348419886
1737,Broadway 747,40.73098376549119,-73.9926630340322
1738,Essex Street 80,40.718958306335246,-73.98836153173926
1739,2nd Avenue 1568,40.77512385923368,-73.95396402363733
1740,Sheriff Street 90,40.71876344212686,-73.98091447653518
1741,Ludlow Street 177,40.72224873541072,-73.98764753946664
1742,E 10th Street 77,40.73142179774519,-73.98931910110049
1743,Saint Marks Place 27,40.72987352834734,-73.98938788469613
1744,Houston Street E 160,40.72351822970851,-73.98911138507091
1745,Stanton Street 67,40.72227761549047,-73.98974396976573
1746,8th Avenue 2311,40.82582697007462,-73.9399523093076
1748,2nd Avenue 192,40.73202714525751,-73.98554494214486
1749,Eldridge Street 210,40.72276824508295,-73.98975544189308
1751,5th Avenue 315,40.74677299327229,-73.98593866513419
1752,Houston Street E 259,40.722176166900084,-73.98533660394294
1753,E 125th Street 63,40.80548726610093,-73.93987898004889
1754,Broome Street 280,40.71899675990666,-73.99148299380778
1757,W 27th Street 102,40.74631677582511,-73.99279328265176
1758,E 86th Street 344,40.77784886833656,-73.95162983416121
1759,Rutgers Place 19,40.71268761092059,-73.98780351063485
1760,E 4th Street 41,40.72796131826497,-73.99215089939204
1761,W 18th Street 4,40.74004354778098,-73.99500817120439
1762,6th Avenue 643,40.75226785178331,-73.98639543146349
1763,W 25th Street 168,40.74445581653111,-73.9921525320419
1764,Greene Street 128,40.726342749052264,-73.99846030020589
1765,Ludlow Street 150,40.720919488798785,-73.9882002331863
1766,3rd Avenue 9,40.72962295673443,-73.9902173803388
1767,6th Avenue 618,40.75168279911505,-73.98656369030586
1769,W 27th Street 48,40.744889947399976,-73.98940084439782
1770,3rd Avenue 1278,40.77090425445037,-73.96020167547364
1771,Houston Street E 102,40.72435456852585,-73.99178250063524
1772,Washington Street 91,40.707075796926496,-74.01493319127633
1773,Mercer Street 172,40.72536022788615,-73.99827583893989
1774,Delancey Street 246,40.71743264947884,-73.98250551818035
1775,W 145th Street 513,40.82489829421367,-73.94667238241605
1776,Allen Street 74,40.7185074232403,-73.99110992522242
1778,Hanover Street 8,40.70545355175725,-74.00897637639983
1779,Liberty Street 55,40.70903313950608,-74.00918779327743
1781,Norfolk Street 103,40.71933232934787,-73.98726605328817
1782,Rivington Street 11,40.72202038427969,-73.9933286057972
1783,A Avenue 76,40.72587926735057,-73.98400643403929
1784,6th Avenue 205,40.73743357224012,-73.99731933277427
1785,Ann Street 63,40.71047676034794,-74.00625423906531
1786,W 26th Street 146,40.74532283093291,-73.9922157009798
1787,E 10th Street 58,40.7331286179426,-73.99344202434973
1788,E 112th Street 49,40.796901732431024,-73.9451940969059
1789,Eldridge Street 180,40.72184081233121,-73.99023576046037
1791,Sheriff Street 77,40.71933570070257,-73.98073870250622
1792,W 25th Street 225,40.74624447951583,-73.99628787146916
1793,Houston Street E 49,40.7252066158667,-73.99457584876104
1794,Water Street 76,40.70504809683474,-74.00832084153208
1795,Houston Street E 409,40.7203973286967,-73.97929121897327
1796,Broadway 534,40.72451178273203,-73.9977240325978
1797,Cortlandt Street 33,40.71084118601153,-74.01138327056198
1798,E 4th Street 52,40.726784908195306,-73.98977576629531
1799,6th Avenue 402,40.74412945742081,-73.99215729501618
1800,6th Avenue 441,40.74533365266234,-73.99153870752137
1802,2nd Avenue 1,40.72476282165469,-73.99082412598273
1804,Rutgers Street 43,40.712814949910204,-73.9899547963383
1805,E 14th Street 230,40.73350545026725,-73.9870055339759
1806,Houston Street E 473,40.71947927475684,-73.97589967258662
1807,3rd Avenue 208,40.73659279664899,-73.98534089010812
1810,3rd Avenue 683,40.7521771003863,-73.97362285448015
1811,3rd Avenue 686,40.75218404237948,-73.9738902883877
1813,E 86th Street 329,40.77777839696327,-73.95121522709344
1814,Fulton Street 76,40.70938342736702,-74.00523763160223
1815,W 14th Street 252,40.73915138087651,-74.00008829594569
1816,W 44th Street 105,40.75710109536816,-73.98525287282338
1818,E 13th Street 16,40.73557380352462,-73.99338318823743
1819,E 125th Street 153,40.80411367175117,-73.93659517621532
1820,W 11th Street 372,40.7359661009385,-74.008347546055
1821,E 54th Street 313,40.75737156306594,-73.96621079188368
1822,E 13th Street 236,40.73283789283277,-73.9876070514788
1823,E 58th Street 145,40.76139611918584,-73.96785274860598
1825,2nd Avenue 234,40.73297528663504,-73.98492990527824
1826,Lexington Avenue 419,40.75275463688416,-73.97522828029085
1828,E 34th Street 20,40.74824985103148,-73.98388932970494
1833,Bridge Street 20,40.70356779878511,-74.01430685707028
1834,Pearl Street 31,40.70318149053357,-74.01295183518295
1835,Stanton Street 192,40.72031789913462,-73.98323882433061
1836,E 56th Street 304,40.75841422683652,-73.96488949309834
1837,Broadway 1146,40.74458318949783,-73.98897507328314
1838,5th Avenue 334,40.747468093907194,-73.98572585118491
1839,6th Avenue 183,40.73685725348554,-73.99770114601165
1840,E 28th Street 34,40.743877559363106,-73.98503873058853
1841,E 12th Street 532,40.72935427285885,-73.98115933067008
1843,W 125th Street 300,40.810776780082236,-73.9526371049348
1845,E 4th Street 229,40.72455858385449,-73.98441840213162
1846,Broadway 732,40.7303741026146,-73.99290145877333
1849,E 75th Street 242,40.77175791309974,-73.95942106064095
1850,D Avenue 30,40.721412212391265,-73.97809256766789
1851,W 36th Street 124,40.75127988703138,-73.98713956626473
1852,3rd Avenue 135,40.73394893915424,-73.98701378683977
1853,W 22nd Street 52,40.741421333370866,-73.99099619177511
1855,2nd Avenue 1689,40.779663265146525,-73.95061862746509
1856,10th Avenue 835,40.76830002601324,-73.98934019165704
1857,Cedar Street 131,40.710483231128116,-74.0133869633427
1858,3rd Avenue 1581,40.78023968593512,-73.95298715188922
1859,W 135th Street 118,40.81503152627094,-73.94322412924221
1860,Greenwich Street 513,40.725249815726144,-74.00915095015449
1861,C Avenue 281,40.730567758422026,-73.9748062781647
1862,Clinton Street 69,40.720628022391814,-73.98474088351674
1863,E 9th Street 414,40.72826561628437,-73.9842764654307
1864,W 21st Street 46,40.74094297616342,-73.99177151821183
1865,Rivington Street 223,40.71861450197286,-73.98227368216664
1866,10th Avenue 189,40.7470566311859,-74.00492315180323
1867,1st Avenue 687,40.74779926505088,-73.97112008243899
1868,6th Avenue 201,40.73756157223921,-73.99723175402818
1869,W 59th Street 357,40.770163441430434,-73.98722741138073
1870,Greenwich Street 107,40.709618616872234,-74.01298350492971
1871,W 24th Street 41,40.74306342340478,-73.99051873382038
1873,Hudson Street 459,40.731628434141705,-74.00666025480407
1874,W 27th Street 113,40.74627608903286,-73.99246033898773
1875,2nd Avenue 86,40.72662327089818,-73.98924972624546
1876,Delancey Street 204,40.717785819784346,-73.98364771803061
1877,West Street 110,40.71145600699131,-74.0140425689398
1878,13th Avenue 160,40.74746408635415,-74.00827625191341
1879,Cortlandt Street 84,40.71168821765191,-74.0134091184751
1880,E 19th Street 37,40.73848297913271,-73.98918202126777
1881,Broad Street 136,40.70280258207496,-74.01184552634787
1882,Bowery Street 108,40.71854095630863,-73.99508571090051
1883,11th Avenue 198,40.74901286710946,-74.00692281496474
1884,Wooster Street 33,40.72324567339582,-74.00226610679117
1885,W 22nd Street 127,40.74301299404511,-73.99460866451906
1886,Spring Street 148,40.72489669062202,-74.00164933356396
1887,Crosby Street 95,40.723470513608525,-73.99763634838999
1889,Eldridge Street 202,40.72313688508401,-73.98956600158898
1890,A Avenue 50,40.72432861578939,-73.98507789943535
1891,Cortlandt Street 26,40.71111287280463,-74.01184843521551
1893,3rd Avenue 19,40.7297420171793,-73.99011883008508
1894,W 27th Street 107,40.74634095389728,-73.99260996058086
1895,A Avenue 70,40.724860363030224,-73.98470835530753
1897,C Avenue 117,40.72487603337748,-73.97893861774519
1898,John Street 102,40.70851432589954,-74.00636702665278
1899,1st Avenue 1845,40.783082424413834,-73.9450164975128
1900,8th Avenue 837,40.76278283125575,-73.98605177422472
1901,Centre Street 200,40.719292501003665,-73.99923224091307
1902,W 116th Street 107,40.80317310381644,-73.95215076264313
1903,W 14th Street 7,40.73781924504346,-73.99652868559149
1904,8th Avenue 2697,40.82859983976509,-73.93790686386349
1905,W 145th Street 501,40.82501930473915,-73.94698299289321
1906,E 125th Street 175,40.80441433841578,-73.93729917608523
1907,Greenwich Street 191,40.712203115451814,-74.01203894275747
1908,Frankfort Street 11,40.71205079126483,-74.00508740318182
1909,Broome Street 304,40.71910218638036,-73.99184400267025
1910,1st Avenue 122,40.72780200400013,-73.98546302360671
1912,W 39th Street 212,40.75482421257434,-73.98997358845946
1913,Prince Street 118,40.72575745288709,-73.99982146808864
1914,Ludlow Street 45,40.716892220870875,-73.99033777205054
1915,Pearl Street 179,40.70654169373599,-74.00741916156451
1917,Monroe Street 47,40.71221372432616,-73.99333155509822
1918,Greenwich Street 36,40.70546863329298,-74.01482757298108
1921,Fulton Street 92,40.70980391991155,-74.00599678877418
1923,1st Avenue 1334,40.768697948776136,-73.95556362240927
1924,Columbia Street 98,40.7182303182242,-73.98000789964445
1925,W 60th Street 35,40.768927776988235,-73.98208495899492
1926,Delancey Street 194,40.71818088566108,-73.98494900158292
1927,Lexington Avenue 2144,40.806731407890425,-73.93588269147402
1929,Rivington Street 295,40.71759073717383,-73.97878890913258
1930,5th Avenue 522,40.754630350957534,-73.98046752661159
1932,7th Avenue 455,40.75132004827417,-73.9905384789389
1933,W 17th Street 21,40.73923358644588,-73.99453062925578
1935,Grand Street 231,40.71911190793598,-73.99547607551501
1936,Norfolk Street 127,40.720538828242844,-73.98667472768113
1937,W 31st Street 7,40.74742913297481,-73.98749688542115
1938,1st Avenue 1589,40.77460271230846,-73.95150370561566
1939,Stanton Street 175,40.72049899418337,-73.98416210061075
1941,Ann Street 64,40.71047523964043,-74.00644976093386
1942,Sheriff Street 97,40.718507129276425,-73.98117798754005
1944,3rd Avenue 56,40.73159993246956,-73.98899975018517
1945,E 42nd Street 120,40.7520631981672,-73.97730557399977
1946,E 75th Street 440,40.76981307548628,-73.95471745268303
1947,E 22nd Street 30,40.740458147245626,-73.98874552226766
1949,3rd Avenue 867,40.75755019089469,-73.96970531404725
1950,B Avenue 172,40.72741748276338,-73.98005738249947
1951,3rd Avenue 417,40.743371684939696,-73.98015870808065
1952,W 100th Street 101,40.7951530152558,-73.96492750011315
1954,Rivington Street 128,40.720307495917815,-73.98752734441622
1956,E 63rd Street 116,40.76519002946122,-73.9674546249587
1959,W 38th Street 101,40.7527494493853,-73.98652263681532
1960,Madison Street 30,40.712281449173524,-73.99947143122849
1961,E 23rd Street 388,40.73672397157868,-73.97777101363211
1962,W 56th Street 63,40.76257870148673,-73.97480388004017
1963,9th Avenue 882,40.76830280353819,-73.9854213659129
1964,W 28th Street 103,40.74706708441116,-73.99227913647482
1966,W 29th Street 45,40.746532352756944,-73.98918577374523
1967,E 15th Street 21,40.73703909509419,-73.99268594685823
1968,E 23rd Street 138,40.7392234159375,-73.98376649676328
1969,E 46th Street 241,40.75357086173957,-73.97266789044329
1972,6th Avenue 476,40.746488878977445,-73.99044042075879
1974,Madison Street 34,40.71237182640524,-73.99885317972063
1976,E 34th Street 300,40.744584149788395,-73.97489955578449
1977,6th Avenue 649,40.75208499464186,-73.98653257403886
1978,3rd Avenue 975,40.76152761566337,-73.96678507857658
1981,6th Avenue 473,40.74665722618729,-73.99058189529828
1982,E 32nd Street 312,40.74332511869593,-73.9759663281699
1983,9th Avenue 213,40.74734172514874,-74.00096600507223
1984,E 108th Street 335,40.791628123398645,-73.9405301370492
1985,Madison Street 55,40.71261683514589,-73.99699043429588
1986,Oliver Street 32,40.71311117188127,-73.99796199443068
1987,E 18th Street 402,40.733767963491935,-73.98004002418288
1989,2nd Avenue 2471,40.80302917491134,-73.9335914557506
1990,Madison Street 57,40.712608835145936,-73.99710443429522
1991,E 40th Street 219,40.7494500764008,-73.9747178098713
1992,Albany Street 7,40.709927628892636,-74.01354103503674
1995,New Chambers Street 13,40.71299184875516,-74.00155076325902
1996,3rd Avenue 410,40.742441798794104,-73.9811302050246
1997,E 32nd Street 316,40.743363138498175,-73.97605440739446
1998,7th Avenue 82,40.740108399718736,-73.99913887462154
1999,W 59th Street 322,40.7682037912509,-73.98249188353235
2000,8th Avenue 2736,40.831166231946675,-73.93572511071487
2001,Madison Street 29,40.71237493544084,-73.99946395339889
2002,W 125th Street 501,40.81115195672654,-73.95330514564051
2003,W 11th Street 300,40.73641972039834,-74.00509327204524
2005,8th Avenue 2637,40.82918418758684,-73.93747556043239
2007,W 34th Street 200,40.75195762736355,-73.99277747526337
2008,E 42nd Street 161,40.7516402972313,-73.97597416942368
2009,3rd Avenue 949,40.75978380119275,-73.96806396463391
2011,Cherry Street 109,40.710470861754665,-73.99719298430243
2012,2nd Avenue 2066,40.79002473957782,-73.94281602538864
2013,3rd Avenue 494,40.745780142268806,-73.97862963856996
2014,E 112th Street 332,40.793932871061514,-73.93835124496812
2015,3rd Avenue 284,40.73909499865629,-73.98356260572157
2016,Madison Street 52,40.71239395919594,-73.99863964696185
2017,Madison Street 46,40.71243395919624,-73.99819964695763
2018,3rd Avenue 82,40.73188076731738,-73.98881260911483
2022,Pearl Street 192,40.70689059774954,-74.00691313528635
2023,E 42nd Street 56,40.7527948110475,-73.97907829585839
2025,3rd Avenue 2311,40.80423090672478,-73.93542211874465
2026,3rd Avenue 1792,40.78696467932246,-73.94828480987715
2027,3rd Avenue 1835,40.78842343217043,-73.94690765752242
2028,Park Place 16,40.71305740521348,-74.00784235073742
2029,W 40th Street 359,40.75614539839178,-73.99086960175067
2031,7th Avenue 568,40.755274805982395,-73.98783807928558
2032,Worth Street 203,40.71417047268901,-73.9989912232005
2033,W 59th Street 537,40.77243023740639,-73.99279822299218
2034,5th Avenue 333,40.74741723933142,-73.98549014889473
2037,W 26th Street 261,40.74637312274714,-73.99448697985954
2038,Washington Street 17,40.70627690708718,-74.01525105545429
2039,E 42nd Street 160,40.75153818551956,-73.97597727880759
2040,3rd Avenue 61,40.731330353149794,-73.98891225023354
