,Unnamed: 0.1,Unnamed: 0.1.1,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name,census_match_full,census_match_1,census_match_1p,first_name,census_match_full_2,census_match_2,census_match_2p,addresses,Coordinates,Lat,Lon
0,0,7500,,1920.0,Phillip's,1186.0,,Lutes Restaurant Inc.,51 W 14 St.,,New York,New York,51,W,14,St.,,,,,,Lutes,,,,Restaurant,,,,W 14 St. 51,"(nan, nan)",,
1,163,163,947,1910,Trow,826.0,Restaurant,Fischer Restaurant Co,51 W 14 St.  ,Manhattan,New York,New York,51,W,14,St.,,,51 W 14 St.  ,,,Fischer,"Counter({'New York': 0.68, 'Austria': 0.63, 'Germany': 0.37, 'Other': 0.33, 'Russia': 0.32, 'England': 0.25, 'Missouri': 0.21, 'Hungary': 0.18, 'Denmark': 0.18, 'Pennsylvania': 0.17, 'Romania': 0.16, 'Scotland': 0.16, 'Canada': 0.15, 'Virginia': 0.13, 'New Jersey': 0.12, 'Maryland': 0.11, 'Bohemia': 0.1, 'Ireland': 0.04, 'Maine': 0.02, 'Switzerland': 0.02, 'Italy': 0.01})",New York,0.68,Restaurant,,,,W 14 St. 51,"(nan, nan)",,
2,3,7503,,1920.0,Phillip's,1186.0,,McDonald E. H.,380 W 125 St.,,New York,New York,380,W,125,St.,,,,,,McDonald,,,,E.,,,,W 125 St. 380,"(nan, nan)",,
3,264,10764,2048,1910,Trow,826.0,Restaurant,McDonald Edward H.,380 W 125 St.  ,Manhattan,New York,New York,380,W,125,St.,,,380 W 125 St.  ,,,McDonald,,,,Edward,"Counter({'Russia': 0.43, 'Virginia': 0.37, 'Scotland': 0.34, 'New York': 0.3, 'England': 0.3, 'Ohio': 0.26, 'Pennsylvania': 0.21, 'Illinois': 0.18, 'South Carolina': 0.15, 'Vermont': 0.13, nan: 0.13, 'New Jersey': 0.08, 'Massachusetts': 0.07, 'North Carolina': 0.06, 'Georgia': 0.06, 'California': 0.06, 'Ireland': 0.05})",Russia,0.43,W 125 St. 380,"(nan, nan)",,
4,385,1885,,1925.0,Philips,872.0,,Mantas Nicholas,380 W 125 St.,,New York,New York,380,W,125,St.,,,,,,Mantas,Counter({'Russia': 1.0}),Russia,1.0,Nicholas,,,,W 125 St. 380,"(nan, nan)",,
5,4,7504,,1920.0,Phillip's,1186.0,,McKinley Square Casino,775 E 169 St.,,New York,New York,775,E,169,St.,,,,,,McKinley,,,,Square,"Counter({'Ireland': 0.96, 'Italy': 0.45})",Ireland,0.96,E 169 St. 775,"(nan, nan)",,
6,8,7508,,1920.0,Phillip's,1186.0,,Madison Sq. Restaurant Co.,6 E 23 St.,,New York,New York,6,E,23,St.,,,,,,Madison,"Counter({'Iowa': 0.44, 'DC': 0.37, 'South Carolina': 0.36, 'England': 0.31, 'Virginia': 0.3, 'New York': 0.29, 'Louisiana': 0.25, 'Russia': 0.24, 'Maryland': 0.13, 'Ireland': 0.11, 'Denmark': 0.08, 'Illinois': 0.08, 'Michigan': 0.07, 'Massachusetts': 0.07, 'Scotland': 0.06, 'Rhode Island': 0.02})",Iowa,0.44,Sq.,,,,E 23 St. 6,"(nan, nan)",,
7,115,9615,399,1910,Trow,826.0,Restaurant,Capan C. Alfred & Frederick M. ,6 E 23 St.  ,Manhattan,New York,New York,6,E,23,St.,,,6 E 23 St.  ,,,Capan,,,,C.,,,,E 23 St. 6,"(nan, nan)",,
8,453,9953,737,1910,Trow,826.0,Restaurant,Dorlon's Restaurant,6 E 23 St.  ,Manhattan,New York,New York,6,E,23,St.,,,6 E 23 St.  ,,,Dorlon's,,,,Restaurant,,,,E 23 St. 6,"(nan, nan)",,
9,9,7509,,1920.0,Phillip's,1186.0,,Maggi H. ,103 W 38 St.,,New York,New York,103,W,38,St.,,,,,,Maggi,"Counter({'Italy': 0.85, 'Ireland': 0.62, 'Other': 0.53, 'Russia': 0.28})",Italy,0.85,H.,,,,W 38 St. 103,"(nan, nan)",,
10,381,9881,665,1910,Trow,826.0,Restaurant,DeBarbieri Angelo,103 W 38 St.  ,Manhattan,New York,New York,103,W,38,St.,,,103 W 38 St.  ,,,DeBarbieri,,,,Angelo,"Counter({'Italy': 0.95, 'Denmark': 0.38, 'Switzerland': 0.29, 'Pennsylvania': 0.28, 'Bulgaria': 0.23, 'New York': 0.2, 'Germany': 0.19, 'Greece': 0.16, 'England': 0.08, 'France': 0.06})",Italy,0.95,W 38 St. 103,"(nan, nan)",,
11,406,14906,,1925.0,Philips,875.0,,Surprise,103 W 38 St.,,New York,New York,103,W,38,St.,,,,,,Surprise,,,,,,,,W 38 St. 103,"(nan, nan)",,
12,10,7510,,1920.0,Phillip's,1186.0,,Magnet Lunch,130 W 36 St.,,New York,New York,130,W,36,St.,,,,,,Magnet,"Counter({'Russia': 0.83, 'Ireland': 0.71})",Russia,0.83,Lunch,,,,W 36 St. 130,"(nan, nan)",,
13,423,9923,707,1910,Trow,826.0,Restaurant,Desestret Henri,130 W 36 St.  ,Manhattan,New York,New York,130,W,36,St.,,,130 W 36 St.  ,,,Desestret,,,,Henri,"Counter({'France': 0.87, 'Italy': 0.6})",France,0.87,W 36 St. 130,"(nan, nan)",,
14,14,7514,,1920.0,Phillip's,1186.0,,Mandl J.,31 W 26 St.,,New York,New York,31,W,26,St.,,,,,,Mandl,"Counter({'Hungary': 0.8, 'Austria': 0.46, 'Germany': 0.36})",Hungary,0.8,J.,,,,W 26 St. 31,"(nan, nan)",,
15,208,10708,1992,1910,Trow,826.0,Restaurant,Mandl Joseph,31 W 26 St.  ,Manhattan,New York,New York,31,W,26,St.,,,31 W 26 St.  ,,,Mandl,"Counter({'Hungary': 0.8, 'Austria': 0.46, 'Germany': 0.36})",Hungary,0.8,Joseph,,,,W 26 St. 31,"(nan, nan)",,
16,383,1883,,1925.0,Philips,872.0,,Mandl Josef ,31 W 26 St.,,New York,New York,31,W,26,St.,,,,,,Mandl,"Counter({'Hungary': 0.8, 'Austria': 0.46, 'Germany': 0.36})",Hungary,0.8,Josef,,,,W 26 St. 31,"(nan, nan)",,
17,15,7515,,1920.0,Phillip's,1186.0,,Manhattan Dairy Restaurant,160 W 24 St.,,New York,New York,160,W,24,St.,,,,,,Manhattan,,,,Dairy,,,,W 24 St. 160,"(nan, nan)",,
18,16,7516,,1920.0,Phillip's,1186.0,,Manisof Hy.,37 W 19 St.,,New York,New York,37,W,19,St.,,,,,,Manisof,Counter({'Ireland': 1.0}),Ireland,1.0,Hy.,,,,W 19 St. 37,"(nan, nan)",,
19,447,11447,2731,1910,Trow,826.0,Restaurant,Scheer & Lebovitz,37 W 19 St.  ,Manhattan,New York,New York,37,W,19,St.,,,37 W 19 St.  ,,,Scheer,"Counter({'Austria': 0.93, 'New York': 0.67, 'Russia': 0.38, 'Germany': 0.18})",Austria,0.93,&,,,,W 19 St. 37,"(nan, nan)",,
20,19,7519,,1920.0,Phillip's,1186.0,,Maros & Terzoglos,300 E 23 St.,,New York,New York,300,E,23,St.,,,,,,Maros,Counter({'Italy': 1.0}),Italy,1.0,&,,,,E 23 St. 300,"(nan, nan)",,
21,264,764,1548,1910,Trow,826.0,Restaurant,Johnson William ,300 E 23 St.  ,Manhattan,New York,New York,300,E,23,St.,,,300 E 23 St.  ,,,Johnson,"Counter({'DC': 0.48, 'US': 0.36, 'Virginia': 0.35, 'Florida': 0.29, 'Georgia': 0.26, 'New York': 0.23, 'West Indies': 0.23, 'Sweden': 0.2, 'North Carolina': 0.18, 'Missouri': 0.18, 'Switzerland': 0.17, 'Spain': 0.15, 'Ohio': 0.14, 'Ireland': 0.13, 'Michigan': 0.13, 'Kansas': 0.12, 'England': 0.11, 'South Carolina': 0.11, 'Pennsylvania': 0.11, 'Bermuda': 0.11, 'California': 0.1, 'Norway': 0.09, 'Tennessee': 0.09, 'Scotland': 0.08, 'France': 0.08, 'Cuba': 0.08, 'Maryland': 0.07, 'Russia': 0.07, 'Canada': 0.07, 'Rhode Island': 0.07, 'Africa': 0.07, 'Germany': 0.06, 'Finland': 0.06, 'New Jersey': 0.06, 'Vermont': 0.06, 'Louisiana': 0.06, 'Massachusetts': 0.05, 'Kentucky': 0.05, 'Connecticut': 0.04, 'Arkansas': 0.04, 'Alabama': 0.04, 'Romania': 0.04, 'Other': 0.04, nan: 0.03, 'West Virginia': 0.03, 'Indiana': 0.03, 'Denmark': 0.02, 'Illinois': 0.02, 'Mississippi': 0.02, 'Turkey': 0.02, 'Austria': 0.01, 'Delaware': 0.01, 'Greece': 0.01, 'Italy': 0.01, 'Maine': 0.01, 'Minnesota': 0.01, 'Wales': 0.01, 'Wisconsin': 0.01, 'Barbados': 0.0, 'New Hampshire': 0.0, 'Hungary': 0.0})",DC,0.48,William,,,,E 23 St. 300,"(nan, nan)",,
22,393,1893,,1925.0,Philips,872.0,,Maros & Terzoglos,300 E 23 St.,,New York,New York,300,E,23,St.,,,,,,Maros,Counter({'Italy': 1.0}),Italy,1.0,&,,,,E 23 St. 300,"(nan, nan)",,
23,20,7520,,1920.0,Phillip's,1186.0,,Marsullo D.,133 W 49 St.,,New York,New York,133,W,49,St.,,,,,,Marsullo,,,,D.,,,,W 49 St. 133,"(nan, nan)",,
24,394,1894,,1925.0,Philips,872.0,,Marsullo D.,133 W 49 St.,,New York,New York,133,W,49,St.,,,,,,Marsullo,,,,D.,,,,W 49 St. 133,"(nan, nan)",,
25,22,7522,,1920.0,Phillip's,1186.0,,Martin ,150 W 44 St.,,New York,New York,150,W,44,St.,,,,,,Martin,"Counter({'Ireland': 0.35, 'New York': 0.34, 'Michigan': 0.26, 'South Carolina': 0.26, 'Italy': 0.25, 'Germany': 0.24, 'Connecticut': 0.24, 'England': 0.22, 'Sweden': 0.19, 'Georgia': 0.19, 'Russia': 0.18, 'Kentucky': 0.18, 'France': 0.16, 'Illinois': 0.16, 'Spain': 0.15, 'US': 0.15, 'New Hampshire': 0.15, 'Canada': 0.14, 'Florida': 0.14, 'Alabama': 0.12, 'California': 0.11, 'Scotland': 0.1, 'Massachusetts': 0.08, 'Maryland': 0.08, 'DC': 0.08, 'Ohio': 0.07, 'Missouri': 0.07, 'Indiana': 0.07, 'Nova Scotia': 0.07, 'New Jersey': 0.06, 'North Carolina': 0.06, 'Tennessee': 0.06, 'Minnesota': 0.06, 'Belgium': 0.06, 'Rhode Island': 0.06, 'Switzerland': 0.05, 'Virginia': 0.05, 'Hungary': 0.04, 'Austria': 0.03, 'Pennsylvania': 0.03, 'Denmark': 0.03, 'South Africa': 0.03, 'Portugal': 0.02, 'West Indies': 0.02, 'Greece': 0.01, 'Norway': 0.01, 'Texas': 0.01, 'Maine': 0.01, 'Other': 0.01, 'Poland': 0.01})",Ireland,0.35,,,,,W 44 St. 150,"(nan, nan)",,
26,24,7524,,1920.0,Phillip's,1186.0,,Marz Fred,136 W 42 St.,,New York,New York,136,W,42,St.,,,,,,Marz,"Counter({'Italy': 0.8, 'Germany': 0.71})",Italy,0.8,Fred,,,,W 42 St. 136,"(nan, nan)",,
27,25,7525,,1920.0,Phillip's,1186.0,,Matlin & Spiwack,22 W 17 St.,,New York,New York,22,W,17,St.,,,,,,Matlin,"Counter({'Russia': 1.0, 'France': 0.06})",Russia,1.0,&,,,,W 17 St. 22,"(nan, nan)",,
28,185,9185,2969,1910,Trow,826.0,Restaurant,Stadler Solomon J.,22 W 17 St.  ,Manhattan,New York,New York,22,W,17,St.,,,22 W 17 St.  ,,,Stadler,"Counter({'Hungary': 0.72, 'Russia': 0.53, 'Germany': 0.52, 'Austria': 0.47, 'Switzerland': 0.47})",Hungary,0.72,Solomon,,,,W 17 St. 22,"(nan, nan)",,
29,27,7527,,1920.0,Phillip's,1186.0,,Maxim's ,108 W 38 St.,,New York,New York,108,W,38,St.,,,,,,Maxim's,,,,,,,,W 38 St. 108,"(nan, nan)",,
30,253,10753,2037,1910,Trow,826.0,Restaurant,Maxim's Hotel & Restaurant,108 W 38 St.  ,Manhattan,New York,New York,108,W,38,St.,,,108 W 38 St.  ,,,Maxim's,,,,Hotel,,,,W 38 St. 108,"(nan, nan)",,
31,37,7537,,1920.0,Phillip's,1186.0,,Metchik's ,24 W 31 St.,,New York,New York,24,W,31,St.,,,,,,Metchik's,,,,,,,,W 31 St. 24,"(nan, nan)",,
32,446,7946,,1920.0,Phillip's,1189.0,,Stern & Brill,24 W 31 St.,,New York,New York,24,W,31,St.,,,,,,Stern,"Counter({'Hungary': 0.95, 'Russia': 0.56, 'Texas': 0.37, 'Austria': 0.29, 'Canada': 0.24, 'Mississippi': 0.21, 'Bohemia': 0.2, 'Ohio': 0.18, 'Romania': 0.15, 'Connecticut': 0.14, 'Germany': 0.13, 'Maryland': 0.12, 'Wales': 0.11, 'Poland': 0.09, 'New York': 0.06, 'Other': 0.05, 'Michigan': 0.05, 'Turkey': 0.01, 'Ireland': 0.0})",Hungary,0.95,&,,,,W 31 St. 24,"(nan, nan)",,
33,42,7542,,1920.0,Phillip's,1186.0,,Mignon & Piscetta,304 W 125 St.,,New York,New York,304,W,125,St.,,,,,,Mignon,Counter({'Italy': 1.0}),Italy,1.0,&,,,,W 125 St. 304,"(nan, nan)",,
34,493,1493,,1925.0,Philips,870.0,,Ferdinands Restaurant & French Pastry Shop,304 W 125 St.,,New York,New York,304,W,125,St.,,,,,,Ferdinands,,,,Restaurant,,,,W 125 St. 304,"(nan, nan)",,
35,44,7544,,1920.0,Phillip's,1186.0,,Miller H.,14 W 22 St.,,New York,New York,14,W,22,St.,,,,,,Miller,"Counter({'Russia': 0.62, 'New York': 0.49, 'North Carolina': 0.35, 'Hungary': 0.34, 'Virginia': 0.33, 'Kentucky': 0.3, 'Georgia': 0.27, 'Philadelphia': 0.26, 'DC': 0.23, 'Germany': 0.22, 'South Carolina': 0.2, 'Maine': 0.18, 'Scotland': 0.17, 'Florida': 0.15, 'New Mexico': 0.15, 'Illinois': 0.13, 'Massachusetts': 0.12, 'Cuba': 0.12, 'Austria': 0.1, 'England': 0.1, 'Romania': 0.09, 'Poland': 0.08, 'Spain': 0.08, 'Wales': 0.08, 'Switzerland': 0.07, 'Turkey': 0.07, 'Tennessee': 0.07, 'New Jersey': 0.05, 'Italy': 0.05, 'Sweden': 0.05, 'US': 0.05, 'Ireland': 0.04, 'France': 0.04, 'Delaware': 0.04, 'Alabama': 0.04, 'Pennsylvania': 0.03, 'Denmark': 0.03, 'Indiana': 0.03, 'Wisconsin': 0.03, 'Canada': 0.02, 'Connecticut': 0.02, 'Holland': 0.02, nan: 0.02, 'Michigan': 0.02, 'Mississippi': 0.02, 'Ohio': 0.01, 'Other': 0.01, 'Finland': 0.01, 'Greece': 0.01, 'Vermont': 0.01, 'Texas': 0.01, 'Maryland': 0.0, 'Bavaria': 0.0})",Russia,0.62,H.,,,,W 22 St. 14,"(nan, nan)",,
36,249,1249,,1925.0,Philips,868.0,,Blunderman M.,14 W 22 St.,Manhattan,New York,New York,14,W,22,St.,,,,,,Blunderman,,,,M.,,,,W 22 St. 14,"(nan, nan)",,
37,136,6636,,1930.0,Philips,879.0,,Blinderman M.,14 W 22 St.,,,,14,W,22,St.,,,,,,Blinderman,"Counter({'Russia': 0.92, 'New York': 0.44, 'Austria': 0.34})",Russia,0.92,M.,,,,W 22 St. 14,"(nan, nan)",,
38,46,7546,,1920.0,Phillip's,1186.0,,Milstein  A.,108 W 116 St.,,New York,New York,108,W,116,St.,,,,,,Milstein,"Counter({'Austria': 0.89, 'Russia': 0.77})",Austria,0.89,A.,,,,W 116 St. 108,"(nan, nan)",,
39,47,7547,,1920.0,Phillip's,1186.0,Chinese Restaurant,Ming T. H.,26 E 23 St.,,New York,New York,26,E,23,St.,,,,,,Ming,"Counter({'New York': 0.61, 'China': 0.57, 'New Jersey': 0.41, 'Germany': 0.3})",New York,0.61,T.,,,,E 23 St. 26,"(nan, nan)",,
40,372,1872,,1925.0,Philips,872.0,,Madison Sq.,26 E 23 St.,,New York,New York,26,E,23,St.,,,,,,Madison,"Counter({'Iowa': 0.44, 'DC': 0.37, 'South Carolina': 0.36, 'England': 0.31, 'Virginia': 0.3, 'New York': 0.29, 'Louisiana': 0.25, 'Russia': 0.24, 'Maryland': 0.13, 'Ireland': 0.11, 'Denmark': 0.08, 'Illinois': 0.08, 'Michigan': 0.07, 'Massachusetts': 0.07, 'Scotland': 0.06, 'Rhode Island': 0.02})",Iowa,0.44,Sq.,,,,E 23 St. 26,"(nan, nan)",,
41,48,7548,,1920.0,Phillip's,1186.0,,Miserocchi Felix,29 W 27 St.,,New York,New York,29,W,27,St.,,,,,,Miserocchi,,,,Felix,"Counter({'France': 0.53, 'Austria': 0.47, 'New York': 0.4, 'Australia': 0.3, 'Italy': 0.27, 'Romania': 0.21, 'Pennsylvania': 0.18, 'Germany': 0.17, 'Poland': 0.15})",France,0.53,W 27 St. 29,"(nan, nan)",,
42,245,7745,,1920.0,Phillip's,1188.0,,Roversi Hotel,29 W 27 St.,,New York,New York,29,W,27,St.,,,,,,Roversi,,,,Hotel,,,,W 27 St. 29,"(nan, nan)",,
43,337,10837,2121,1910,Trow,826.0,Restaurant,Miserocchi Felice,29 W 27 St.  ,Manhattan,New York,New York,29,W,27,St.,,,29 W 27 St.  ,,,Miserocchi,,,,Felice,Counter({'Italy': 1.0}),Italy,1.0,W 27 St. 29,"(nan, nan)",,
44,428,1928,,1925.0,Philips,872.0,,Miserocchi Felix,29 W 27 St.,,New York,New York,29,W,27,St.,,,,,,Miserocchi,,,,Felix,"Counter({'France': 0.53, 'Austria': 0.47, 'New York': 0.4, 'Australia': 0.3, 'Italy': 0.27, 'Romania': 0.21, 'Pennsylvania': 0.18, 'Germany': 0.17, 'Poland': 0.15})",France,0.53,W 27 St. 29,"(nan, nan)",,
45,199,14699,,1925.0,Philips,873.0,,Roversi Hotel,29 W 27 St.,,New York,New York,29,W,27,St.,,,,,,Roversi,,,,Hotel,,,,W 27 St. 29,"(nan, nan)",,
46,51,7551,,1920.0,Phillip's,1186.0,,Monte Carlo,246 W 40 St.,,New York,New York,246,W,40,St.,,,,,,Monte,"Counter({'Italy': 0.93, 'England': 0.73, 'New York': 0.2})",Italy,0.93,Carlo,,,,W 40 St. 246,"(nan, nan)",,
47,52,7552,,1920.0,Phillip's,1186.0,,Monteverde,139 W 41 St.,,New York,New York,139,W,41,St.,,,,,,Monteverde,"Counter({'Italy': 0.98, 'New York': 0.51})",Italy,0.98,,,,,W 41 St. 139,"(nan, nan)",,
48,53,7553,,1920.0,Phillip's,1186.0,,Monza C.,104 W 43 St.,,New York,New York,104,W,43,St.,,,,,,Monza,,,,C.,,,,W 43 St. 104,"(nan, nan)",,
49,341,10341,125,1910,Trow,826.0,Restaurants,Baroni Attilio,104 W 43 St.  ,Manhattan,New York,New York,104,W,43,St.,,,104 W 43 St.  ,,,Baroni,"Counter({'Italy': 0.92, 'Ireland': 0.61, 'New York': 0.4})",Italy,0.92,Attilio,,,,W 43 St. 104,"(nan, nan)",,
50,54,7554,,1920.0,Phillip's,1186.0,,Moretti's ,51 W 35 St.,,New York,New York,51,W,35,St.,,,,,,Moretti's,,,,,,,,W 35 St. 51,"(nan, nan)",,
51,112,7612,,1920.0,Phillip's,1187.0,,Ortelli C & A. Cipriani ,51 W 35 St.,,New York,New York,51,W,35,St.,,,,,,Ortelli,,,,C,"Counter({'New York': 0.67, 'Ireland': 0.5})",New York,0.67,W 35 St. 51,"(nan, nan)",,
52,435,1935,,1925.0,Philips,872.0,,Moretti's,51 W 35 St.,,New York,New York,51,W,35,St.,,,,,,Moretti's,,,,,,,,W 35 St. 51,"(nan, nan)",,
53,49,14549,,1925.0,Philips,873.0,,"Ortelli C. & A., Cipriani",51 W 35 St.,,New York,New York,51,W,35,St.,,,,,,Ortelli,,,,C.,,,,W 35 St. 51,"(nan, nan)",,
54,55,7555,,1920.0,Phillip's,1186.0,,Moses R.,21 E 21 St.,,New York,New York,21,E,21,St.,,,,,,Moses,"Counter({'Hungary': 0.69, 'Austria': 0.6, 'England': 0.29, 'Ireland': 0.28, 'South Carolina': 0.28, 'Romania': 0.27, 'Russia': 0.26, 'Germany': 0.22, 'Texas': 0.22, 'Bohemia': 0.19, 'Wales': 0.16, 'New Jersey': 0.13, 'Scotland': 0.1, 'New York': 0.08, 'Italy': 0.02, 'Turkey': 0.01})",Hungary,0.69,R.,,,,E 21 St. 21,"(nan, nan)",,
55,481,9481,3265,1910,Trow,826.0,Restaurant,Weber Max,21 E 21 St.  ,Manhattan,New York,New York,21,E,21,St.,,,21 E 21 St.  ,,,Weber,"Counter({'Russia': 0.64, 'Austria': 0.52, 'Germany': 0.34, 'Missouri': 0.29, 'Ohio': 0.23, 'Illinois': 0.23, 'France': 0.21, 'New York': 0.18, 'Other': 0.18, 'Scotland': 0.15, 'Iowa': 0.15, 'New Jersey': 0.14, 'US': 0.14, nan: 0.13, 'Hungary': 0.12, 'Holland': 0.12, 'Finland': 0.11, 'Wales': 0.1, 'Maryland': 0.1, 'Pennsylvania': 0.09, 'Indiana': 0.09, 'Virginia': 0.08, 'Kansas': 0.08, 'New Hampshire': 0.08, 'Romania': 0.07, 'Canada': 0.05, 'Denmark': 0.05, 'Switzerland': 0.03, 'Maine': 0.03, 'Australia': 0.03, 'England': 0.03, 'Ireland': 0.02})",Russia,0.64,Max,,,,E 21 St. 21,"(nan, nan)",,
56,60,7560,,1920.0,Phillip's,1186.0,,Muller F.,42 E 23 St.,,New York,New York,42,E,23,St.,,,,,,Muller,"Counter({'Germany': 0.58, 'Hungary': 0.52, 'Austria': 0.44, 'New York': 0.39, 'Italy': 0.37, 'England': 0.26, 'Maryland': 0.19, 'Norway': 0.18, 'Russia': 0.17, 'South Carolina': 0.16, 'Connecticut': 0.16, 'Maine': 0.14, 'Iowa': 0.14, 'Oregon': 0.12, 'Illinois': 0.12, 'Other': 0.11, 'France': 0.09, 'Massachusetts': 0.08, 'Denmark': 0.08, 'Spain': 0.07, nan: 0.06, 'Switzerland': 0.05, 'Ireland': 0.04, 'New Jersey': 0.04, 'Virginia': 0.04})",Germany,0.58,F.,,,,E 23 St. 42,"(nan, nan)",,
57,63,7563,,1920.0,Phillip's,1187.0,,Mundorff Albert,226 W 125 St.,,New York,New York,226,W,125,St.,,,,,,Mundorff,Counter({'New York': 1.0}),New York,1.0,Albert,,,,W 125 St. 226,"(nan, nan)",,
58,401,10901,2185,1910,Trow,826.0,Restaurant,Mundorff Albert,226 W 125 St.  ,Manhattan,New York,New York,226,W,125,St.,,,226 W 125 St.  ,,,Mundorff,Counter({'New York': 1.0}),New York,1.0,Albert,,,,W 125 St. 226,"(nan, nan)",,
59,96,7096,,1920.0,Phillip's,1190.0,,West End Restaurant,226 W 125 St.,,New York,New York,226,W,125,St.,,,,,,West,"Counter({'New York': 0.54, 'Jamaica': 0.46, 'Scotland': 0.32, 'Massachusetts': 0.27, 'New Jersey': 0.26, 'Virginia': 0.24, 'Pennsylvania': 0.21, 'DC': 0.18, 'US': 0.18, 'England': 0.15, 'Germany': 0.15, 'North Carolina': 0.14, 'Hungary': 0.12, 'Connecticut': 0.12, 'Ireland': 0.11, nan: 0.11, 'Illinois': 0.09, 'Georgia': 0.07, 'Austria': 0.06, 'Kentucky': 0.05, 'New Hampshire': 0.05, 'Canada': 0.03, 'Rhode Island': 0.03, 'Switzerland': 0.03, 'Sweden': 0.02, 'Tennessee': 0.02, 'Mississippi': 0.02, 'Italy': 0.01, 'Missouri': 0.01})",New York,0.54,End,,,,W 125 St. 226,"(nan, nan)",,
60,67,7567,,1920.0,Phillip's,1187.0,,Murray's ,228 W 42 St.,,New York,New York,228,W,42,St.,,,,,,Murray's,,,,,,,,W 42 St. 228,"(nan, nan)",,
61,406,10906,2190,1910,Trow,826.0,Restaurant,Murray's (inc),228 W 42 St.  ,Manhattan,New York,New York,228,W,42,St.,,,228 W 42 St.  ,,,Murray's,,,,(inc),,,,W 42 St. 228,"(nan, nan)",,
62,73,7573,,1920.0,Phillip's,1187.0,,Napolitano Andrea,114 W 31 St.,,New York,New York,114,W,31,St.,,,,,,Napolitano,Counter({'Italy': 1.0}),Italy,1.0,Andrea,,,,W 31 St. 114,"(nan, nan)",,
63,81,7581,,1920.0,Phillip's,1187.0,,N. Y. Lunch,261 W 42 St.,,New York,New York,261,W,42,St.,,,,,,N.,,,,Y.,,,,W 42 St. 261,"(nan, nan)",,
64,464,1964,,1925.0,Philips,872.0,,N. Y. Lunch Co.,261 W 42 St.,,New York,New York,261,W,42,St.,,,,,,N.,,,,Y.,,,,W 42 St. 261,"(nan, nan)",,
65,82,7582,,1920.0,Phillip's,1187.0,,Newman D.,6 W 21 St.,,New York,New York,6,W,21,St.,,,,,,Newman,"Counter({'Austria': 0.76, 'Romania': 0.53, 'Hungary': 0.44, 'Russia': 0.39, 'Virginia': 0.26, 'Maine': 0.2, 'Finland': 0.17, 'California': 0.17, 'Minnesota': 0.15, 'New Jersey': 0.14, 'Massachusetts': 0.14, 'Kansas': 0.13, 'Cuba': 0.12, 'Canada': 0.11, 'Ohio': 0.11, 'Italy': 0.11, 'Illinois': 0.1, 'Germany': 0.09, 'New York': 0.09, 'Maryland': 0.09, 'South Carolina': 0.08, 'Norway': 0.08, 'Denmark': 0.07, 'Sweden': 0.07, 'Other': 0.06, 'Scotland': 0.06, 'Ireland': 0.05, 'Kentucky': 0.05, 'England': 0.03, 'Connecticut': 0.03, 'New Hampshire': 0.02, 'Pennsylvania': 0.01})",Austria,0.76,D.,,,,W 21 St. 6,"(nan, nan)",,
66,453,1953,,1925.0,Philips,872.0,,Natural Delicatessen & Lunch Co Inc.,6 W 21 St.,,New York,New York,6,W,21,St.,,,,,,Natural,,,,Delicatessen,,,,W 21 St. 6,"(nan, nan)",,
67,425,9425,3209,1910,Trow,826.0,Restaurant,Wachsman Emanuel,6 W 21 St.  ,Manhattan,New York,New York,6,W,21,St.,,,6 W 21 St.  ,,,Wachsman,"Counter({'Austria': 0.96, 'Russia': 0.67})",Austria,0.96,Emanuel,,,,W 21 St. 6,"(nan, nan)",,
68,85,7585,,1920.0,Phillip's,1187.0,,Nichthauser C.,11 W 31 St.,,New York,New York,11,W,31,St.,,,,,,Nichthauser,Counter({'Austria': 1.0}),Austria,1.0,C.,,,,W 31 St. 11,"(nan, nan)",,
69,469,1969,,1925.0,Philips,872.0,,Nichthauser C.,11 W 31 St.,,New York,New York,11,W,31,St.,,,,,,Nichthauser,Counter({'Austria': 1.0}),Austria,1.0,C.,,,,W 31 St. 11,"(nan, nan)",,
70,86,7586,,1920.0,Phillip's,1187.0,,Nichthauser B. ,32 W 38 St.,,New York,New York,32,W,38,St.,,,,,,Nichthauser,Counter({'Austria': 1.0}),Austria,1.0,B.,,,,W 38 St. 32,"(nan, nan)",,
71,88,7588,,1920.0,Phillip's,1187.0,,Niedzwicki S.,327 E 14 St.,,New York,New York,327,E,14,St.,,,,,,Niedzwicki,,,,S.,,,,E 14 St. 327,"(nan, nan)",,
72,470,1970,,1925.0,Philips,872.0,,Niedzwiecki S.,327 E 14 St.,,New York,New York,327,E,14,St.,,,,,,Niedzwiecki,Counter({'Russia': 1.0}),Russia,1.0,S.,,,,E 14 St. 327,"(nan, nan)",,
73,92,7592,,1920.0,Phillip's,1187.0,,Nussdorf Abe,249 W 35 St.,,New York,New York,249,W,35,St.,,,,,,Nussdorf,Counter({'Austria': 1.0}),Austria,1.0,Abe,,,,W 35 St. 249,"(nan, nan)",,
