,Unnamed: 0.1,Unnamed: 0.1.1,ID,YR,DIR,PG,TYPE,NAME,ADDY,BOROUGH,CITY,STATE,HOUSENO,STNAME,STNAME.1,STNAME.2,ST_PREFIX,ST_SUFFIX,AdrMod,STNAME.3,STNAME.4,last_name,census_match_full,census_match_1,census_match_1p,first_name,census_match_full_2,census_match_2,census_match_2p,addresses,Coordinates,Lat,Lon
1556,123,7123,,1920.0,Phillip's,1191.0,,Wolff A.,11 W 26 St.,,New York,New York,11,W,26,St.,,,,,,Wolff,"Counter({'Austria': 0.67, 'Russia': 0.47, 'France': 0.38, 'Sweden': 0.37, 'Hungary': 0.31, 'England': 0.29, 'Germany': 0.28, 'Ohio': 0.27, 'New York': 0.24, 'New Jersey': 0.2, 'Romania': 0.19, 'Ireland': 0.17, 'Massachusetts': 0.17, 'Pennsylvania': 0.1, 'Poland': 0.02})",Austria,0.67,A.,,,,W 26 St. 11,"(nan, nan)",,
1557,15,14515,,1925.0,Philips,875.0,,Wolff A.,11 W 26 St.,,New York,New York,11,W,26,St.,,,,,,Wolff,"Counter({'Austria': 0.67, 'Russia': 0.47, 'France': 0.38, 'Sweden': 0.37, 'Hungary': 0.31, 'England': 0.29, 'Germany': 0.28, 'Ohio': 0.27, 'New York': 0.24, 'New Jersey': 0.2, 'Romania': 0.19, 'Ireland': 0.17, 'Massachusetts': 0.17, 'Pennsylvania': 0.1, 'Poland': 0.02})",Austria,0.67,A.,,,,W 26 St. 11,"(nan, nan)",,
1558,124,7124,,1920.0,Phillip's,1191.0,,Wollowitz D.,75 W 113 St.,,New York,New York,75,W,113,St.,,,,,,Wollowitz,Counter({'Russia': 1.0}),Russia,1.0,D.,,,,W 113 St. 75,"(nan, nan)",,
1559,125,7125,,1920.0,Phillip's,1191.0,,Wolper Hary,49 W 19 St.,,New York,New York,49,W,19,St.,,,,,,Wolper,"Counter({'Russia': 0.98, 'New York': 0.67})",Russia,0.98,Hary,,,,W 19 St. 49,"(nan, nan)",,
1560,135,7135,,1920.0,Phillip's,1191.0,,Yalam Louis,109 W 23 St.,,New York,New York,109,W,23,St.,,,,,,Yalam,,,,Louis,"Counter({'Russia': 0.59, 'Greece': 0.35, 'New York': 0.32, 'Maryland': 0.31, 'West Indies': 0.26, 'France': 0.22, 'Ohio': 0.21, 'Nova Scotia': 0.21, 'Cuba': 0.18, 'New Hampshire': 0.14, 'Italy': 0.12, 'Connecticut': 0.12, 'Finland': 0.11, 'US': 0.11, 'Hungary': 0.1, 'Norway': 0.1, 'Austria': 0.1, 'Massachusetts': 0.09, 'Germany': 0.08, 'Ireland': 0.07, 'China': 0.03, 'Pennsylvania': 0.03, 'England': 0.02, 'Turkey': 0.01, 'Georgia': 0.01, 'Switzerland': 0.01})",Russia,0.59,W 23 St. 109,"(nan, nan)",,
1561,136,7136,,1920.0,Phillip's,1191.0,,Yale Lunch,1 E 28 St.,,New York,New York,1,E,28,St.,,,,,,Yale,"Counter({'New York': 0.75, 'Vermont': 0.57})",New York,0.75,Lunch,,,,E 28 St. 1,"(nan, nan)",,
1562,137,7137,,1920.0,Phillip's,1191.0,,Yale Lunch,14 E 42 St.,,New York,New York,14,E,42,St.,,,,,,Yale,"Counter({'New York': 0.75, 'Vermont': 0.57})",New York,0.75,Lunch,,,,E 42 St. 14,"(nan, nan)",,
1563,140,7140,,1920.0,Phillip's,1191.0,,Ye Olde English Coffee House,25 W 42 St.,,New York,New York,25,W,42,St.,,,,,,Ye,,,,Olde,,,,W 42 St. 25,"(nan, nan)",,
1564,142,7142,,1920.0,Phillip's,1191.0,,Yellow Aster Dining Room,17 W 35 St.,,New York,New York,17,W,35,St.,,,,,,Yellow,Counter({'Russia': 1.0}),Russia,1.0,Aster,,,,W 35 St. 17,"(nan, nan)",,
1565,434,14934,,1925.0,Philips,875.0,,Thistle Tea Room,17 W 35 St.,,New York,New York,17,W,35,St.,,,,,,Thistle,"Counter({'Ireland': 0.96, 'New York': 0.25})",Ireland,0.96,Tea,,,,W 35 St. 17,"(nan, nan)",,
1566,151,7151,,1920.0,Phillip's,1191.0,,Zelinsky A.,36 W 21 St.,,New York,New York,36,W,21,St.,,,,,,Zelinsky,"Counter({'Russia': 0.93, 'Hungary': 0.6, 'Austria': 0.41})",Russia,0.93,A.,,,,W 21 St. 36,"(nan, nan)",,
1567,34,14534,,1925.0,Philips,876.0,,Zelinsky A.,36 W 21 St.,,New York,New York,36,W,21,St.,,,,,,Zelinsky,"Counter({'Russia': 0.93, 'Hungary': 0.6, 'Austria': 0.41})",Russia,0.93,A.,,,,W 21 St. 36,"(nan, nan)",,
1568,153,7153,,1920.0,Phillip's,1191.0,,Zeppa Carlo,69 W 125 St.,,New York,New York,69,W,125,St.,,,,,,Zeppa,,,,Carlo,"Counter({'Italy': 0.84, 'New York': 0.45, 'Canada': 0.39, 'Switzerland': 0.33, 'Georgia': 0.25, 'Germany': 0.25, 'Michigan': 0.21, 'Mexico': 0.17})",Italy,0.84,W 125 St. 69,"(nan, nan)",,
1569,242,9242,3026,1910,Trow,826.0,Restaurant,Strasser Max,69 W 125 St.  ,Manhattan,New York,New York,69,W,125,St.,,,69 W 125 St.  ,,,Strasser,"Counter({'Hungary': 0.8, 'Austria': 0.43, 'Illinois': 0.33, 'Wisconsin': 0.27, 'Germany': 0.26, 'New York': 0.21, 'Ireland': 0.05})",Hungary,0.8,Max,,,,W 125 St. 69,"(nan, nan)",,
1570,212,2712,,1920.0,Phillip's,1184.0,,Ferrando D.,69 W 125 St.,,New York,New York,69,W,125,St.,,,,,,Ferrando,Counter({'Italy': 1.0}),Italy,1.0,D.,,,,W 125 St. 69,"(nan, nan)",,
1571,159,7159,,1920.0,Phillip's,1191.0,,Zimmermann C.,119 E 18 St.,,New York,New York,119,E,18,St.,,,,,,Zimmermann,"Counter({'Germany': 0.98, 'New York': 0.25, 'Hungary': 0.23, 'Austria': 0.13})",Germany,0.98,C.,,,,E 18 St. 119,"(nan, nan)",,
1572,37,14537,,1925.0,Philips,876.0,,Zimmerman C.,119 E 18 St.,,New York,New York,119,E,18,St.,,,,,,Zimmerman,"Counter({'Austria': 0.87, 'Russia': 0.5, 'Romania': 0.38, 'Galicia': 0.38, 'Sweden': 0.3, 'Ireland': 0.24, 'Other': 0.24, 'Nebraska': 0.21, 'England': 0.2, nan: 0.18, 'Hungary': 0.17, 'Ohio': 0.15, 'New York': 0.13, 'Pennsylvania': 0.13, 'Germany': 0.11, 'France': 0.02, 'US': 0.01, 'Maryland': 0.0, 'Scotland': 0.0})",Austria,0.87,C.,,,,E 18 St. 119,"(nan, nan)",,
1573,54,6554,,1930.0,Philips,878.0,,Alpine Restaurant Co. Inc.,43 W 34 St.,,,,43,W,34,St.,,,,,,Alpine,"Counter({'Russia': 0.78, 'England': 0.62, 'Scotland': 0.42})",Russia,0.78,Restaurant,,,,W 34 St. 43,"(nan, nan)",,
1574,55,6555,,1930.0,Philips,878.0,,Alps Rotisserie,128 W 58 St.,,,,128,W,58,St.,,,,,,Alps,,,,Rotisserie,,,,W 58 St. 128,"(nan, nan)",,
1575,64,6564,,1930.0,Philips,878.0,,Anatoli Restaurant,278 W 39 St.,,,,278,W,39,St.,,,,,,Anatoli,,,,Restaurant,,,,W 39 St. 278,"(nan, nan)",,
1576,69,6569,,1930.0,Philips,878.0,,Appels Cafeteria,82 W 28 St.,,,,82,W,28,St.,,,,,,Appels,Counter({'Austria': 1.0}),Austria,1.0,Cafeteria,,,,W 28 St. 82,"(nan, nan)",,
1577,84,6584,,1930.0,Philips,879.0,,Aunt Polly's Tea Room,62 W 49 St,,,,62,W,49,St,,,,,,Aunt,,,,Polly's,,,,W 49 St 62,"(nan, nan)",,
1578,112,6612,,1930.0,Philips,879.0,,Benny's Restaurant,441 W 18 St.,,,,441,W,18,St.,,,,,,Benny's,,,,Restaurant,,,,W 18 St. 441,"(nan, nan)",,
1579,138,6638,,1930.0,Philips,879.0,,Blosson Heath Inn,9 W 82 St.,,,,9,W,82,St.,,,,,,Blosson,,,,Heath,"Counter({'New Jersey': 0.63, 'England': 0.5, 'New York': 0.29, 'South Carolina': 0.28, 'Ireland': 0.27, 'Virginia': 0.25, 'Pennsylvania': 0.25, 'Maine': 0.1, 'Canada': 0.09, 'West Indies': 0.08, 'Scotland': 0.06, 'New Hampshire': 0.06, 'Philadelphia': 0.05, 'North Carolina': 0.03})",New Jersey,0.63,W 82 St. 9,"(nan, nan)",,
1580,181,6681,,1930.0,Philips,879.0,,Buck Geo.,87 W 43 St.,,,,87,W,43,St.,,,,,,Buck,"Counter({'New York': 0.53, 'Germany': 0.37, 'Maryland': 0.33, 'New Jersey': 0.24, 'Maine': 0.23, 'Switzerland': 0.23, 'Ohio': 0.2, 'Ireland': 0.19, 'Pennsylvania': 0.18, 'New Hampshire': 0.15, 'Massachusetts': 0.14, 'Rhode Island': 0.14, 'Russia': 0.12, 'Delaware': 0.12, 'Illinois': 0.11, 'Virginia': 0.1, 'England': 0.08, 'Hungary': 0.08, 'Denmark': 0.06, 'Scotland': 0.02})",New York,0.53,Geo.,,,,W 43 St. 87,"(nan, nan)",,
1581,203,6703,,1930.0,Philips,879.0,,Cameo Teo Room Inc.,30 W 59 St.,,,,30,W,59,St.,,,,,,Cameo,,,,Teo,Counter({'Hungary': 1.0}),Hungary,1.0,W 59 St. 30,"(nan, nan)",,
1582,217,6717,,1930.0,Philips,879.0,,Cascas Michael,157 W 23 St.,,,,157,W,23,St.,,,,,,Cascas,,,,Michael,"Counter({'Greece': 0.6, 'Germany': 0.55, 'Bermuda': 0.33, 'Georgia': 0.26, 'New York': 0.23, 'Ohio': 0.23, 'Italy': 0.2, 'Ireland': 0.17, 'Russia': 0.16, 'South Carolina': 0.16, 'Switzerland': 0.14, 'Turkey': 0.13, 'Austria': 0.13, 'Massachusetts': 0.12, 'Denmark': 0.07, 'Hungary': 0.05, 'Maryland': 0.05})",Greece,0.6,W 23 St. 157,"(nan, nan)",,
1583,240,6740,,1930.0,Philips,879.0,,Christie's Chop House,163 W 49 St.,,,,163,W,49,St.,,,,,,Christie's,,,,Chop,"Counter({'Russia': 0.67, 'Austria': 0.5})",Russia,0.67,W 49 St. 163,"(nan, nan)",,
1584,261,6761,,1930.0,Philips,880.0,,Commerical Cafeteria,28 W 33 St.,,,,28,W,33,St.,,,,,,Commerical,,,,Cafeteria,,,,W 33 St. 28,"(nan, nan)",,
1585,301,6801,,1930.0,Philips,880.0,,De Luxe Restaurant,238 E 6 St.,,,,238,E,6,St.,,,,,,De,,,,Luxe,,,,E 6 St. 238,"(nan, nan)",,
1586,389,6889,,1930.0,Philips,880.0,,Fischer Eugene,329 E 86 St.,,,,329,E,86,St.,,,,,,Fischer,"Counter({'New York': 0.68, 'Austria': 0.63, 'Germany': 0.37, 'Other': 0.33, 'Russia': 0.32, 'England': 0.25, 'Missouri': 0.21, 'Hungary': 0.18, 'Denmark': 0.18, 'Pennsylvania': 0.17, 'Romania': 0.16, 'Scotland': 0.16, 'Canada': 0.15, 'Virginia': 0.13, 'New Jersey': 0.12, 'Maryland': 0.11, 'Bohemia': 0.1, 'Ireland': 0.04, 'Maine': 0.02, 'Switzerland': 0.02, 'Italy': 0.01})",New York,0.68,Eugene,,,,E 86 St. 329,"(nan, nan)",,
1587,390,6890,,1930.0,Philips,880.0,,Fischer Foods Co.,306 W 59 St.,,,,306,W,59,St.,,,,,,Fischer,"Counter({'New York': 0.68, 'Austria': 0.63, 'Germany': 0.37, 'Other': 0.33, 'Russia': 0.32, 'England': 0.25, 'Missouri': 0.21, 'Hungary': 0.18, 'Denmark': 0.18, 'Pennsylvania': 0.17, 'Romania': 0.16, 'Scotland': 0.16, 'Canada': 0.15, 'Virginia': 0.13, 'New Jersey': 0.12, 'Maryland': 0.11, 'Bohemia': 0.1, 'Ireland': 0.04, 'Maine': 0.02, 'Switzerland': 0.02, 'Italy': 0.01})",New York,0.68,Foods,,,,W 59 St. 306,"(nan, nan)",,
1588,0,8500,3284,1910,Trow,826.0,Restaurant,Weinthal Louis,57 E 4 St.   ,Manhattan,New York,New York,57,E,4,St. ,,,57 E 4 St.   ,,,Weinthal,,,,Louis,"Counter({'Russia': 0.59, 'Greece': 0.35, 'New York': 0.32, 'Maryland': 0.31, 'West Indies': 0.26, 'France': 0.22, 'Ohio': 0.21, 'Nova Scotia': 0.21, 'Cuba': 0.18, 'New Hampshire': 0.14, 'Italy': 0.12, 'Connecticut': 0.12, 'Finland': 0.11, 'US': 0.11, 'Hungary': 0.1, 'Norway': 0.1, 'Austria': 0.1, 'Massachusetts': 0.09, 'Germany': 0.08, 'Ireland': 0.07, 'China': 0.03, 'Pennsylvania': 0.03, 'England': 0.02, 'Turkey': 0.01, 'Georgia': 0.01, 'Switzerland': 0.01})",Russia,0.59,E 4 St.  57,"(nan, nan)",,
1589,1,8501,3285,1910,Trow,826.0,Restaurant,Weintraub Jacob,55 E 8 St.  ,Manhattan,New York,New York,55,E,8,St.,,,55 E 8 St.  ,,,Weintraub,"Counter({'Hungary': 0.94, 'Austria': 0.91, 'Russia': 0.5, 'Romania': 0.24})",Hungary,0.94,Jacob,,,,E 8 St. 55,"(nan, nan)",,
1590,10,8510,3294,1910,Trow,826.0,Restaurant,Weiss Isidor I,13 E Houston St.  ,Manhattan,New York,New York,13,E,Houston,St.,,,13 E Houston St.  ,,,Weiss,"Counter({'Romania': 0.83, 'Austria': 0.71, 'Hungary': 0.51, 'Ireland': 0.44, 'Ohio': 0.36, 'Switzerland': 0.35, 'Russia': 0.22, 'Virginia': 0.19, 'England': 0.17, 'Nebraska': 0.17, 'West Indies': 0.13, 'Turkey': 0.12, 'Other': 0.11, 'Vermont': 0.11, 'New Jersey': 0.1, 'US': 0.1, 'Germany': 0.09, 'Scotland': 0.08, 'New York': 0.04, 'At Sea': 0.04, 'Poland': 0.03, 'Denmark': 0.0, 'France': 0.0, 'Canada': 0.0})",Romania,0.83,Isidor,,,,E Houston St. 13,"(nan, nan)",,
1591,15,8515,3299,1910,Trow,826.0,Restaurant,Weiss Samuel,40 E 9 St.  ,Manhattan,New York,New York,40,E,9,St.,,,40 E 9 St.  ,,,Weiss,"Counter({'Romania': 0.83, 'Austria': 0.71, 'Hungary': 0.51, 'Ireland': 0.44, 'Ohio': 0.36, 'Switzerland': 0.35, 'Russia': 0.22, 'Virginia': 0.19, 'England': 0.17, 'Nebraska': 0.17, 'West Indies': 0.13, 'Turkey': 0.12, 'Other': 0.11, 'Vermont': 0.11, 'New Jersey': 0.1, 'US': 0.1, 'Germany': 0.09, 'Scotland': 0.08, 'New York': 0.04, 'At Sea': 0.04, 'Poland': 0.03, 'Denmark': 0.0, 'France': 0.0, 'Canada': 0.0})",Romania,0.83,Samuel,,,,E 9 St. 40,"(nan, nan)",,
1592,29,8529,3313,1910,Trow,826.0,Restaurant,Wenzel Carl,29 E 30 St.  ,Manhattan,New York,New York,29,E,30,St.,,,29 E 30 St.  ,,,Wenzel,"Counter({'New York': 0.63, 'Germany': 0.56, 'England': 0.48, 'New Jersey': 0.43, 'Hungary': 0.35, 'Austria': 0.16})",New York,0.63,Carl,,,,E 30 St. 29,"(nan, nan)",,
1593,32,8532,3316,1910,Trow,826.0,Restaurant,West End Dairy Lunch,357 W 125 St.  ,Manhattan,New York,New York,357,W,125,St.,,,357 W 125 St.  ,,,West,"Counter({'New York': 0.54, 'Jamaica': 0.46, 'Scotland': 0.32, 'Massachusetts': 0.27, 'New Jersey': 0.26, 'Virginia': 0.24, 'Pennsylvania': 0.21, 'DC': 0.18, 'US': 0.18, 'England': 0.15, 'Germany': 0.15, 'North Carolina': 0.14, 'Hungary': 0.12, 'Connecticut': 0.12, 'Ireland': 0.11, nan: 0.11, 'Illinois': 0.09, 'Georgia': 0.07, 'Austria': 0.06, 'Kentucky': 0.05, 'New Hampshire': 0.05, 'Canada': 0.03, 'Rhode Island': 0.03, 'Switzerland': 0.03, 'Sweden': 0.02, 'Tennessee': 0.02, 'Mississippi': 0.02, 'Italy': 0.01, 'Missouri': 0.01})",New York,0.54,End,,,,W 125 St. 357,"(nan, nan)",,
1594,34,8534,3318,1910,Trow,826.0,Restaurant,Westerhold Anna,52 W 30 St.  ,Manhattan,New York,New York,52,W,30,St.,,,52 W 30 St.  ,,,Westerhold,Counter({'Germany': 1.0}),Germany,1.0,Anna,,,,W 30 St. 52,"(nan, nan)",,
1595,41,8541,3325,1910,Trow,826.0,Restaurant,Wetzel Charles,152 E 23 St.   ,Manhattan,New York,New York,152,E,23,St. ,,,152 E 23 St.   ,,,Wetzel,"Counter({'New York': 0.8, 'Germany': 0.6, 'Austria': 0.52, 'Hungary': 0.31, 'England': 0.31})",New York,0.8,Charles,,,,E 23 St.  152,"(nan, nan)",,
1596,50,8550,3334,1910,Trow,826.0,Restaurant,White House Lunch Co,62 E 14 St.   ,Manhattan,New York,New York,62,E,14,St. ,,,62 E 14 St.   ,,,White,"Counter({'West Indies': 0.64, 'New York': 0.46, 'Ireland': 0.34, 'Georgia': 0.31, 'Russia': 0.26, 'Florida': 0.23, 'Wisconsin': 0.22, 'Canada': 0.21, 'US': 0.2, 'England': 0.19, 'DC': 0.17, 'Indiana': 0.15, 'Austria': 0.12, 'Italy': 0.1, 'North Carolina': 0.09, 'Missouri': 0.09, 'Ohio': 0.08, 'Nova Scotia': 0.08, 'Virginia': 0.07, 'Germany': 0.06, 'New Jersey': 0.06, 'Connecticut': 0.06, 'Massachusetts': 0.06, 'Delaware': 0.06, 'Illinois': 0.06, 'Switzerland': 0.06, 'Cuba': 0.06, 'Mexico': 0.06, 'Hungary': 0.05, 'Maine': 0.05, 'Belgium': 0.05, 'Alabama': 0.05, 'Scotland': 0.04, 'Sweden': 0.04, 'Newfoundland': 0.04, 'Michigan': 0.04, 'Maryland': 0.03, nan: 0.03, 'Tennessee': 0.03, 'Pennsylvania': 0.02, 'South Carolina': 0.02, 'Kentucky': 0.02, 'Holland': 0.02, 'Vermont': 0.01, 'Texas': 0.01, 'France': 0.01, 'Rhode Island': 0.01, 'Arkansas': 0.01, 'Spain': 0.01})",West Indies,0.64,House,,,,E 14 St.  62,"(nan, nan)",,
1597,55,8555,3339,1910,Trow,826.0,Restaurant,Whitney & Volz ,220 W 104 St.   ,Manhattan,New York,New York,220,W,104,St. ,,,220 W 104 St.   ,,,Whitney,"Counter({'Ireland': 0.49, 'Pennsylvania': 0.43, 'North Carolina': 0.4, 'New York': 0.37, 'Maine': 0.3, 'Maryland': 0.24, 'Kentucky': 0.2, 'Virginia': 0.16, 'Massachusetts': 0.14, 'Germany': 0.12, 'Missouri': 0.1, 'West Indies': 0.09, 'Ohio': 0.09, 'Canada': 0.08, 'Louisiana': 0.05, 'New Jersey': 0.04, 'England': 0.03, 'Connecticut': 0.03, 'Texas': 0.02, 'Other': 0.01})",Ireland,0.49,&,,,,W 104 St.  220,"(nan, nan)",,
1598,57,8557,3341,1910,Trow,826.0,Restaurant,Wick & Wick ,5 Cooper  Sq E  ,Manhattan,New York,New York,5,Cooper ,Sq,E,,,5 Cooper  Sq E  ,,,Wick,"Counter({'New York': 0.84, 'Germany': 0.57, 'Switzerland': 0.51, 'Austria': 0.2, 'China': 0.04})",New York,0.84,&,,,,Cooper  Sq E 5,"(nan, nan)",,
1599,65,8565,3349,1910,Trow,826.0,Restaurant,Wigboy Charles,212 W 62 St.  ,Manhattan,New York,New York,212,W,62,St.,,,212 W 62 St.  ,,,Wigboy,,,,Charles,"Counter({'Massachusetts': 0.54, 'Italy': 0.4, 'Ireland': 0.37, 'Russia': 0.28, 'Scotland': 0.27, 'France': 0.25, 'New York': 0.23, 'West Indies': 0.22, 'Greece': 0.18, 'Germany': 0.17, 'Austria': 0.15, 'England': 0.13, 'Other': 0.05, 'China': 0.02})",Massachusetts,0.54,W 62 St. 212,"(nan, nan)",,
1600,68,8568,3352,1910,Trow,826.0,Restaurant,William Lymas,128 W 53 St.  ,Manhattan,New York,New York,128,W,53,St.,,,128 W 53 St.  ,,,William,"Counter({'New York': 0.28, 'Switzerland': 0.26, 'South Carolina': 0.23, 'Texas': 0.21, 'Michigan': 0.21, 'Virginia': 0.2, 'Kentucky': 0.2, 'West Virginia': 0.18, 'Georgia': 0.17, 'Alabama': 0.17, nan: 0.15, 'Germany': 0.13, 'Maryland': 0.13, 'Florida': 0.13, 'New Jersey': 0.13, 'England': 0.12, 'Ireland': 0.11, 'US': 0.11, 'Pennsylvania': 0.1, 'Scotland': 0.09, 'Denmark': 0.09, 'West Indies': 0.08, 'Massachusetts': 0.08, 'Wales': 0.07, 'Connecticut': 0.07, 'Canada': 0.06, 'Turkey': 0.06, 'DC': 0.06, 'Russia': 0.05, 'North Carolina': 0.05, 'Italy': 0.04, 'Sweden': 0.04, 'Austria': 0.04, 'Hungary': 0.04, 'Other': 0.04, 'Finland': 0.04, 'Ohio': 0.03, 'Delaware': 0.03, 'Belgium': 0.01, 'Barbados': 0.01})",New York,0.28,Lymas,,,,W 53 St. 128,"(nan, nan)",,
1601,72,8572,3356,1910,Trow,826.0,Restaurant,Willinger David,453 E Houston St.  ,Manhattan,New York,New York,453,E,Houston,St.,,,453 E Houston St.  ,,,Willinger,Counter({'Russia': 1.0}),Russia,1.0,David,,,,E Houston St. 453,"(nan, nan)",,
1602,78,8578,3362,1910,Trow,826.0,Restaurant,Wind Ferdinand,626 W 30 St.  ,Manhattan,New York,New York,626,W,30,St.,,,626 W 30 St.  ,,,Wind,"Counter({'Germany': 0.68, 'Virginia': 0.55, 'Connecticut': 0.38, 'Austria': 0.32, 'Russia': 0.16, 'Romania': 0.12})",Germany,0.68,Ferdinand,,,,W 30 St. 626,"(nan, nan)",,
1603,84,8584,3368,1910,Trow,826.0,Restaurant,Wise William H.,309 W 37 St.  ,Manhattan,New York,New York,309,W,37,St.,,,309 W 37 St.  ,,,Wise,"Counter({'Tennessee': 0.43, 'Virginia': 0.38, 'Illinois': 0.23, 'Kentucky': 0.23, 'Russia': 0.22, 'Ireland': 0.22, nan: 0.19, 'North Carolina': 0.17, 'New Jersey': 0.16, 'Pennsylvania': 0.15, 'West Indies': 0.15, 'Austria': 0.14, 'Italy': 0.14, 'Maryland': 0.13, 'England': 0.11, 'Germany': 0.1, 'Massachusetts': 0.1, 'South Carolina': 0.09, 'New York': 0.08, 'DC': 0.05, 'Scotland': 0.05, 'Hungary': 0.04, 'France': 0.03, 'Canada': 0.03, 'Turkey': 0.02, 'New Hampshire': 0.02})",Tennessee,0.43,William,,,,W 37 St. 309,"(nan, nan)",,
1604,85,8585,3369,1910,Trow,826.0,Restaurant,Wise William H.,310 W 41 St.  ,Manhattan,New York,New York,310,W,41,St.,,,310 W 41 St.  ,,,Wise,"Counter({'Tennessee': 0.43, 'Virginia': 0.38, 'Illinois': 0.23, 'Kentucky': 0.23, 'Russia': 0.22, 'Ireland': 0.22, nan: 0.19, 'North Carolina': 0.17, 'New Jersey': 0.16, 'Pennsylvania': 0.15, 'West Indies': 0.15, 'Austria': 0.14, 'Italy': 0.14, 'Maryland': 0.13, 'England': 0.11, 'Germany': 0.1, 'Massachusetts': 0.1, 'South Carolina': 0.09, 'New York': 0.08, 'DC': 0.05, 'Scotland': 0.05, 'Hungary': 0.04, 'France': 0.03, 'Canada': 0.03, 'Turkey': 0.02, 'New Hampshire': 0.02})",Tennessee,0.43,William,,,,W 41 St. 310,"(nan, nan)",,
1605,86,8586,3370,1910,Trow,826.0,Restaurant,Wistaria Tea Room,39 W 42 St.  ,Manhattan,New York,New York,39,W,42,St.,,,39 W 42 St.  ,,,Wistaria,,,,Tea,,,,W 42 St. 39,"(nan, nan)",,
1606,88,8588,3372,1910,Trow,826.0,Restaurant,Withers Daniel J.,29 W 135 St.   ,Manhattan,New York,New York,29,W,135,St. ,,,29 W 135 St.   ,,,Withers,"Counter({'Maryland': 0.42, 'Canada': 0.41, 'England': 0.4, 'Massachusetts': 0.32, 'North Carolina': 0.31})",Maryland,0.42,Daniel,,,,W 135 St.  29,"(nan, nan)",,
1607,97,8597,3381,1910,Trow,826.0,Restaurant,Wolffs (inc),156 W 45 St.   ,Manhattan,New York,New York,156,W,45,St. ,,,156 W 45 St.   ,,,Wolffs,,,,(inc),,,,W 45 St.  156,"(nan, nan)",,
1608,103,8603,3387,1910,Trow,826.0,Restaurant,Woman's Lunch Club,22 W 23 St.  ,Manhattan,New York,New York,22,W,23,St.,,,22 W 23 St.  ,,,Woman's,,,,Lunch,"Counter({'New York': 0.8, 'Austria': 0.5})",New York,0.8,W 23 St. 22,"(nan, nan)",,
1609,327,9327,3111,1910,Trow,826.0,Restaurant,Townsend & Luckey ,22 W 23 St.  ,Manhattan,New York,New York,22,W,23,St.,,,22 W 23 St.  ,,,Townsend,"Counter({'New York': 0.39, 'England': 0.34, 'Scotland': 0.31, 'Virginia': 0.29, 'Missouri': 0.29, 'Connecticut': 0.26, 'New Hampshire': 0.23, 'Pennsylvania': 0.22, 'New Jersey': 0.21, 'Ohio': 0.19, 'Indiana': 0.18, 'North Carolina': 0.13, 'Ireland': 0.09, 'Massachusetts': 0.08, 'South Carolina': 0.08, 'Florida': 0.06, 'Louisiana': 0.06, 'Maine': 0.04, nan: 0.04, 'Georgia': 0.04, 'Italy': 0.02})",New York,0.39,&,,,,W 23 St. 22,"(nan, nan)",,
1610,104,8604,3388,1910,Trow,826.0,Restaurant,Woolley & Fithian ,3 W 38 St.  ,Manhattan,New York,New York,3,W,38,St.,,,3 W 38 St.  ,,,Woolley,"Counter({'England': 0.54, 'Massachusetts': 0.51, 'New Jersey': 0.42, 'US': 0.4})",England,0.54,&,,,,W 38 St. 3,"(nan, nan)",,
1611,263,9263,3047,1910,Trow,826.0,Restaurant,Snny South Tea Room,3 W 38 St.  ,Manhattan,New York,New York,3,W,38,St.,,,3 W 38 St.  ,,,Snny,,,,South,"Counter({'Germany': 0.53, 'Tennessee': 0.43, 'US': 0.37, 'Scotland': 0.28, 'Missouri': 0.12})",Germany,0.53,W 38 St. 3,"(nan, nan)",,
1612,109,8609,3393,1910,Trow,826.0,Restaurant,Wright Samuel,229 W 61 St.  ,Manhattan,New York,New York,229,W,61,St.,,,229 W 61 St.  ,,,Wright,"Counter({'New York': 0.44, 'Ohio': 0.31, 'Tennessee': 0.31, 'West Indies': 0.28, 'England': 0.25, 'Connecticut': 0.22, 'Germany': 0.21, 'Switzerland': 0.18, 'Maine': 0.16, 'Pennsylvania': 0.15, 'Georgia': 0.15, 'New Jersey': 0.15, 'Virginia': 0.14, 'South Carolina': 0.14, 'Missouri': 0.14, 'Scotland': 0.13, 'Ireland': 0.12, 'Alabama': 0.12, 'Spain': 0.11, 'Sweden': 0.09, 'Wales': 0.09, 'North Carolina': 0.08, 'Canada': 0.08, 'Massachusetts': 0.07, 'Indiana': 0.07, 'California': 0.06, 'Kentucky': 0.06, 'Maryland': 0.05, 'US': 0.05, 'Illinois': 0.05, 'Vermont': 0.04, 'Mexico': 0.03, 'France': 0.02, 'Russia': 0.02, 'Delaware': 0.02, 'Romania': 0.02, 'Hungary': 0.02, 'Iowa': 0.02, 'Wisconsin': 0.02, 'Michigan': 0.02, nan: 0.02, 'Austria': 0.01, 'Italy': 0.01, 'Rhode Island': 0.01})",New York,0.44,Samuel,,,,W 61 St. 229,"(nan, nan)",,
1613,123,8623,3407,1910,Trow,826.0,Restaurant,Yearwoods Home Restaurant,315 W 40 St.  ,Manhattan,New York,New York,315,W,40,St.,,,315 W 40 St.  ,,,Yearwoods,,,,Home,"Counter({'Vermont': 0.81, 'Hungary': 0.62, 'Ireland': 0.3})",Vermont,0.81,W 40 St. 315,"(nan, nan)",,
