street_name,odd_on,avg_direction,building_num_range,start_end_coordinates,segment_length,segment_direction,building_num_range_length,avg_length_per_building,direction_deviation,road_type,offset_from_road_center
10th Avenue,left,-147.63970846598409,"[595, 612]","[[40.760928, -73.994624], [40.760352, -73.995104]]",75.72433636537788,-147.63970846598409,18,4.206907575854327,0.0,Avenue,10
10th Avenue,left,-152.23722945839418,"[613, 634]","[[40.761552, -73.994192], [40.760928, -73.994624]]",78.3093417930546,-152.23722945839418,22,3.5595155360479365,0.0,Avenue,10
10th Avenue,left,-150.30508416150005,"[635, 652]","[[40.762192, -73.993712], [40.761552, -73.994192]]",81.81587738259687,-150.30508416150005,18,4.545326521255381,0.0,Avenue,10
10th Avenue,left,-151.37013895994474,"[653, 666]","[[40.76344, -73.992816], [40.7628, -73.993248]]",79.88543429085807,-152.8315074675345,14,5.706102449347005,1.4613685075897536,Avenue,10
10th Avenue,left,-151.37013895994474,"[667, 678]","[[40.7628, -73.993248], [40.762192, -73.993712]]",78.06173913543445,-149.8746296466658,12,6.505144927952871,-1.4955093132789443,Avenue,10
10th Avenue,left,-149.67757483132178,"[679, 710]","[[40.764064, -73.992336], [40.76344, -73.992816]]",80.27669045919592,-149.67757483132178,32,2.5086465768498725,0.0,Avenue,10
10th Avenue,left,-151.62042808252176,"[711, 735]","[[40.764672, -73.991904], [40.764064, -73.992336]]",76.74077075091638,-151.62042808252176,25,3.0696308300366555,0.0,Avenue,10
10th Avenue,left,-148.3469339773995,"[736, 751]","[[40.765264, -73.991424], [40.764672, -73.991904]]",77.2297085320743,-148.3469339773995,16,4.826856783254644,0.0,Avenue,10
10th Avenue,left,-151.13503233408113,"[752, 769]","[[40.765904, -73.99096], [40.765264, -73.991424]]",81.15409584915957,-151.13503233408113,18,4.508560880508865,0.0,Avenue,10
10th Avenue,left,-153.40315982549416,"[770, 787]","[[40.76656, -73.990528], [40.765904, -73.99096]]",81.4695012793665,-153.40315982549416,18,4.52608340440925,0.0,Avenue,10
10th Avenue,left,-148.51385318081776,"[788, 813]","[[40.767136, -73.990064], [40.76656, -73.990528]]",75.00805351861622,-148.51385318081776,26,2.884925135331393,0.0,Avenue,10
