DBA,BORO,BUILDING,STREET,ZIPCODE,Latitude,Longitude
RICO CHIMI,Brooklyn,1492,MYRTLE AVENUE,11237.0,40.699191819306,-73.914517129369
RICO POLLO II RESTAURANT,Brooklyn,3352,FULTON STREET,11208.0,40.683726451486,-73.871872224103
EL PATRON BAR AND GRILL,Brooklyn,748,LIBERTY AVENUE,11208.0,40.676524128958,-73.882077981558
LA ROLA RESTAURANT,Bronx,400,EAST  198 STREET,10458.0,40.866020638107,-73.886021414235
DELICIAS CUENCANAS RESTAURANT,Queens,17218,HILLSIDE AVE,11432.0,40.711780840464,-73.78998728808
AMERICAN COFFEE SHOP,Brooklyn,108,MOORE STREET #3,11206.0,40.703866529164,-73.941283424843
LA ISLA CAFE,Manhattan,212,DELANCEY STREET,10002.0,40.716964670029995,-73.983344724237
EMPIRE CAFE & GRILL,Brooklyn,8312,5 AVENUE,11209.0,40.623412899308,-74.025126075958
AGAVE,Manhattan,488,3 AVENUE,10016.0,40.745155356358,-73.978545013197
TARROS BAR,Queens,111-13,ROOSEVELT AVENUE,11368.0,40.751667576824005,-73.85553902395
RICO CHIMI,Queens,8001,ATLANTIC AVE,11421.0,40.684854873456004,-73.86039329235
DELICIAS CUENCANAS RESTAURANT,Queens,17218,HILLSIDE AVE,11432.0,40.711780840464,-73.78998728808
EL GRAN MALECON RESTAURANT,Brooklyn,234,KNICKERBOCKER AVENUE,11237.0,40.702943450758,-73.925653150424
CAFE OLE RESTAURANT,Queens,3809,36 AVENUE,11101.0,40.75390447008,-73.924029578577
EL CHIVITO D'ORO III,Queens,84-02,37 AVENUE,11372.0,40.749941493028004,-73.882294002601
MY CUBAN SPOT,Brooklyn,488,CARROLL STREET,11215.0,40.676995669126,-73.986134361618
EL GALLO NEGRO,Queens,11112,ROOSEVELT AVE,11368.0,40.751651094650995,-73.855528232018
BLUE CAFE RESTAURANT & BAR,Queens,8263,BROADWAY,11373.0,40.741920085896,-73.881124561761
EL NUEVO PATIO,Bronx,1388,EDWARD L GRANT HIGHWAY,10452.0,40.841504691729,-73.922230499221
RESTAURANTE & PANADERIA GUATELINDA,Queens,170-18,JAMAICA AVENUE,11432.0,40.707275435949995,-73.789319839659
PUNTO ROJO,Queens,14716,HILLSIDE AVE,11435.0,40.705874710509995,-73.809194076442
CARIDAD RESTAURANT,Manhattan,554,WEST  181 STREET,10033.0,40.84894689122,-73.932873893386
EL CAPRI RESTAURANT,Manhattan,1342,ST NICHOLAS AVENUE,10033.0,40.846859656274,-73.935507329488
EL REY LATINO RESTAURANT,Queens,6342,108TH ST,11375.0,40.733923951864,-73.85012548811
LIBERTADOR,Manhattan,1725,2 AVENUE,10128.0,40.779999498113,-73.950206947015
PICA VIOLIN,Brooklyn,2909,FULTON STREET,11207.0,40.679057455496995,-73.887434603331
PRINCESA BAKERY & RESTAURANT,Brooklyn,94,GRAHAM AVENUE,11206.0,40.70430091633,-73.942693257864
BICHEIROS BAR,Queens,9410,JAMAICA AVENUE,11421.0,40.694079161422,-73.850951053176
AREPA LADY,Queens,7717,37TH AVE,11372.0,40.749283678848,-73.888726657578
LA COCINA DE ALEX,Queens,102-03,JAMAICA AVENUE,11418.0,40.695163757333,-73.845048872959
