Name,Address,Nationality Final
Horn Kong Low & Co ,11 Mott,Chinese
Joy Hit Yen ,13 Doyers,Chinese
Mee Hong Low & Co ,14 Mott,Chinese
Mon Lay Won ,24 Pell,Chinese
Wavra Hung Low Chung Kee ,20 Mott,Chinese
